Age,BodyweightKg,Best3SquatKg,Best3BenchKg,Best3DeadliftKg,TotalKg
47.0,71.28,92.5,65.0,110.0,267.5
40.0,93.1,150.0,80.0,185.0,415.0
45.0,99.24,135.0,72.5,155.0,362.5
50.0,81.32,120.0,55.0,162.5,337.5
71.0,58.7,45.0,40.0,100.0,185.0
11.0,75.9,50.0,37.5,70.0,157.5
23.0,62.26,90.0,52.5,127.5,270.0
21.0,62.74,107.5,67.5,150.0,325.0
23.0,83.8,180.0,110.0,177.5,467.5
23.0,51.36,105.0,75.0,110.0,290.0
23.0,59.4,130.0,60.0,137.5,327.5
25.0,60.96,87.5,42.5,112.5,242.5
52.0,61.34,100.0,47.5,120.0,267.5
27.0,62.94,115.0,60.0,170.0,345.0
27.0,70.36,120.0,70.0,140.0,330.0
41.0,71.4,142.5,67.5,145.0,355.0
28.0,83.16,130.0,75.0,160.0,365.0
30.0,116.98,150.0,85.0,195.0,430.0
46.0,81.76,180.0,110.0,207.5,497.5
52.0,82.56,180.0,125.0,217.5,522.5
57.0,92.88,202.5,165.0,190.0,557.5
15.0,61.7,110.0,60.0,130.0,300.0
19.0,58.02,132.5,100.0,170.0,402.5
23.0,65.82,207.5,150.0,227.5,585.0
23.0,73.42,197.5,120.0,285.0,602.5
23.0,72.84,150.0,100.0,180.0,430.0
20.0,81.84,150.0,102.5,190.0,442.5
21.0,81.82,160.0,80.0,140.0,380.0
21.0,91.69,202.5,127.5,230.0,560.0
22.0,112.36,200.0,140.0,240.0,580.0
38.0,55.1,70.0,55.0,75.0,200.0
30.0,73.26,245.0,177.5,287.5,710.0
28.0,73.66,262.5,157.5,270.0,690.0
28.0,82.6,250.0,165.0,252.5,667.5
34.0,82.7,230.0,150.0,265.0,645.0
30.0,82.5,212.5,140.0,255.0,607.5
29.0,82.28,190.0,100.0,240.0,530.0
27.0,92.46,250.0,172.5,280.0,702.5
32.0,91.84,235.0,147.5,267.5,650.0
31.0,92.5,227.5,140.0,282.5,650.0
26.0,92.32,227.5,135.0,265.0,627.5
24.0,93.0,220.0,125.0,255.0,600.0
27.0,92.12,152.5,115.0,190.0,457.5
29.0,98.84,242.5,180.0,277.5,700.0
33.0,104.36,220.0,130.0,270.0,620.0
28.0,103.2,182.5,127.5,185.0,495.0
32.0,116.96,212.5,155.0,260.0,627.5
16.0,66.5,90.0,45.0,115.0,250.0
22.0,82.9,240.0,150.0,260.0,650.0
26.0,89.6,215.0,117.5,270.0,602.5
35.0,62.8,115.0,67.5,130.0,312.5
46.0,57.0,132.5,75.0,182.5,390.0
43.0,55.4,117.5,75.0,157.5,350.0
40.0,60.78,105.0,70.0,157.5,332.5
48.0,72.42,100.0,70.0,125.0,295.0
41.0,101.86,170.0,87.5,185.0,442.5
53.0,62.28,105.0,55.0,130.0,290.0
50.0,82.4,115.0,57.5,160.0,332.5
24.0,55.48,115.0,80.0,150.0,345.0
27.0,56.28,107.5,82.5,122.5,312.5
27.0,56.78,85.0,40.0,110.0,235.0
40.0,60.78,105.0,70.0,157.5,332.5
25.0,62.72,90.0,50.0,115.0,255.0
25.0,67.0,120.0,60.0,137.5,317.5
44.0,75.18,147.5,82.5,150.0,380.0
32.0,74.64,105.0,70.0,150.0,325.0
37.0,110.46,152.5,87.5,160.0,400.0
20.0,58.5,140.0,105.0,190.0,435.0
40.0,92.14,202.5,97.5,232.5,532.5
52.0,110.46,150.0,122.5,185.0,457.5
24.0,66.0,217.5,152.5,230.0,600.0
25.0,73.18,210.0,125.0,240.0,575.0
29.0,82.96,250.0,170.0,250.0,670.0
33.0,92.9,240.0,152.5,260.0,652.5
28.0,101.58,210.0,142.5,240.0,592.5
16.0,65.02,140.0,92.5,152.5,385.0
34.0,83.25,155.0,80.5,165.0,400.5
36.0,94.6,102.5,57.5,150.0,310.0
40.0,86.85,200.0,110.0,207.5,517.5
41.0,127.5,182.5,92.5,280.0,555.0
18.0,72.45,160.0,95.0,167.5,422.5
23.0,73.8,167.5,130.0,220.0,517.5
30.0,82.6,190.0,100.0,262.5,552.5
31.0,91.75,257.5,125.0,300.0,682.5
39.0,92.0,242.5,155.0,265.0,662.5
27.0,91.65,217.5,125.0,275.0,617.5
25.0,86.25,215.0,135.0,250.0,600.0
34.0,104.35,200.0,125.0,215.0,540.0
29.0,107.95,125.0,160.0,125.0,410.0
32.0,153.8,342.5,207.5,327.5,877.5
52.0,56.65,90.0,52.5,120.0,262.5
36.0,54.5,92.5,52.5,107.5,252.5
37.0,70.0,132.5,67.5,180.0,380.0
44.0,69.75,115.0,82.5,140.0,337.5
39.0,85.8,192.5,107.5,210.0,510.0
36.0,115.3,282.5,217.5,300.0,800.0
40.0,150.6,350.0,195.0,330.0,875.0
51.0,81.8,147.5,77.5,167.5,392.5
43.0,95.8,232.5,140.0,245.0,617.5
51.0,124.2,160.0,170.0,180.0,510.0
31.0,62.0,115.0,67.5,117.5,300.0
35.0,67.7,105.0,50.0,130.0,285.0
33.0,82.15,167.5,107.5,215.0,490.0
29.0,82.05,170.0,95.0,200.0,465.0
27.0,86.55,185.0,127.5,210.0,522.5
19.0,85.85,165.0,112.5,200.0,477.5
34.0,99.2,220.0,160.0,235.0,615.0
25.0,75.75,195.0,147.5,230.0,572.5
44.0,101.65,235.0,155.0,290.0,680.0
31.0,103.25,170.0,112.5,222.5,505.0
30.0,110.95,205.0,167.5,280.0,652.5
27.0,65.3,165.0,105.0,212.5,482.5
22.0,82.25,235.0,162.5,286.0,683.5
28.0,61.85,100.0,60.0,150.0,310.0
24.0,74.2,125.0,70.0,155.0,350.0
30.0,71.7,145.0,80.0,177.5,402.5
23.0,83.2,182.5,97.5,195.0,475.0
31.0,155.4,375.0,200.0,352.5,927.5
39.0,92.05,237.5,157.5,270.0,665.0
71.0,74.05,35.0,37.5,85.0,157.5
30.0,92.0,200.0,127.5,212.5,540.0
20.0,83.8,125.0,75.0,155.0,355.0
26.0,54.25,80.0,55.0,145.0,280.0
24.0,61.95,112.5,55.0,115.0,282.5
25.0,62.55,85.0,52.5,122.5,260.0
40.0,82.2,95.0,75.0,150.0,320.0
46.0,101.15,127.5,70.0,127.5,325.0
50.0,62.05,115.0,77.5,150.0,342.5
21.0,80.55,195.0,127.5,215.0,537.5
22.0,105.0,227.5,145.0,255.0,627.5
30.0,81.1,222.5,170.0,260.0,652.5
82.0,72.55,115.0,60.0,160.0,335.0
14.0,49.0,87.5,60.0,102.5,250.0
15.0,59.0,122.5,110.0,172.5,405.0
16.0,73.1,152.5,122.5,195.0,470.0
17.0,74.0,150.0,115.0,172.5,437.5
15.0,73.5,152.5,107.5,152.5,412.5
15.0,83.0,140.0,90.0,170.0,400.0
18.0,64.3,140.0,100.0,210.0,450.0
22.0,71.7,155.0,110.0,200.0,465.0
21.0,81.3,200.0,137.5,215.0,552.5
20.0,80.9,165.0,122.5,220.0,507.5
22.0,92.2,215.0,150.0,262.5,627.5
21.0,90.5,190.0,142.5,245.0,577.5
18.0,84.8,200.0,132.5,230.0,562.5
34.0,58.8,130.0,82.5,180.0,392.5
27.0,64.2,175.0,130.0,211.0,516.0
18.0,64.3,140.0,100.0,210.0,450.0
27.0,90.4,270.0,170.0,320.0,760.0
30.0,92.2,230.0,160.0,282.5,672.5
25.0,111.7,250.0,182.5,275.0,707.5
26.0,113.3,190.0,135.0,212.5,537.5
45.0,81.3,155.0,117.5,177.5,450.0
24.0,58.7,185.0,130.0,135.0,450.0
21.0,58.65,145.0,105.0,175.0,425.0
38.0,58.7,140.0,90.0,160.0,390.0
32.0,64.7,200.0,140.0,230.0,570.0
25.0,65.1,180.0,147.5,220.0,547.5
25.0,65.8,175.0,130.0,215.0,520.0
30.0,73.15,217.5,165.0,260.0,642.5
25.0,73.3,215.0,137.5,270.0,622.5
27.0,73.8,210.0,155.0,240.0,605.0
25.0,73.55,205.0,102.5,285.0,592.5
24.0,71.45,200.0,155.0,232.5,587.5
26.0,73.0,190.0,142.5,230.0,562.5
24.0,73.05,190.0,107.5,192.5,490.0
43.0,81.95,247.5,195.0,265.0,707.5
34.0,82.6,232.5,140.0,275.0,647.5
30.0,80.55,227.5,152.5,262.5,642.5
24.0,81.8,240.0,145.0,250.0,635.0
26.0,81.3,220.0,152.5,255.0,627.5
23.0,82.4,235.0,147.5,245.0,627.5
26.0,82.55,217.5,160.0,250.0,627.5
25.0,82.15,227.5,140.0,255.0,622.5
28.0,82.05,215.0,160.0,240.0,615.0
25.0,82.2,222.5,147.5,245.0,615.0
32.0,82.45,227.5,145.0,242.5,615.0
36.0,82.25,210.0,160.0,235.0,605.0
27.0,81.2,210.0,135.0,245.0,590.0
32.0,82.25,197.5,160.0,230.0,587.5
34.0,81.75,207.5,132.5,220.0,560.0
26.0,79.25,190.0,140.0,205.0,535.0
32.0,92.8,267.5,175.0,297.5,740.0
29.0,90.05,267.5,182.5,287.5,737.5
21.0,92.05,267.5,140.0,315.0,722.5
26.0,92.65,245.0,177.5,300.0,722.5
28.0,91.85,250.0,165.0,292.5,707.5
44.0,87.6,245.0,172.5,285.0,702.5
28.0,89.35,242.5,147.5,282.5,672.5
27.0,92.95,240.0,172.5,260.0,672.5
33.0,91.4,240.0,162.5,265.0,667.5
28.0,90.7,225.0,162.5,267.5,655.0
25.0,91.4,230.0,185.0,240.0,655.0
45.0,90.75,222.5,165.0,255.0,642.5
27.0,87.1,230.0,165.0,245.0,640.0
29.0,92.95,215.0,152.5,267.5,635.0
34.0,86.5,220.0,160.0,245.0,625.0
36.0,91.6,212.5,140.0,237.5,590.0
33.0,91.4,200.0,142.5,220.0,562.5
25.0,103.55,275.0,218.0,311.5,804.5
45.0,104.2,315.5,185.0,290.0,790.5
28.0,104.65,267.5,200.0,295.0,762.5
25.0,104.2,270.0,177.5,305.0,752.5
32.0,104.4,265.0,202.5,280.0,747.5
18.0,94.2,270.0,142.5,300.0,712.5
30.0,101.85,260.0,182.5,270.0,712.5
27.0,103.15,255.0,187.5,265.0,707.5
38.0,102.7,257.5,172.5,275.0,705.0
35.0,100.85,240.0,205.0,255.0,700.0
25.0,97.9,210.0,190.0,290.0,690.0
26.0,102.05,235.0,185.0,270.0,690.0
29.0,103.1,232.5,190.0,267.5,690.0
41.0,104.45,250.0,165.0,275.0,690.0
28.0,104.8,235.0,162.5,282.5,680.0
32.0,103.7,240.0,190.0,240.0,670.0
23.0,103.75,235.0,187.5,245.0,667.5
41.0,101.8,260.0,162.5,240.0,662.5
34.0,103.35,250.0,150.0,255.0,655.0
36.0,103.5,215.0,175.0,265.0,655.0
34.0,104.15,220.0,175.0,245.0,640.0
26.0,98.3,210.0,160.0,210.0,580.0
29.0,118.4,305.0,210.0,335.0,850.0
29.0,119.65,305.0,205.0,327.5,837.5
29.0,111.25,305.0,180.0,310.0,795.0
24.0,117.05,290.0,205.0,277.5,772.5
29.0,116.05,252.5,192.5,280.0,725.0
29.0,114.85,250.0,185.0,250.0,685.0
28.0,119.5,242.5,160.0,280.0,682.5
27.0,160.5,305.0,217.5,302.5,825.0
29.0,120.05,287.5,192.5,300.0,780.0
27.0,145.5,285.0,212.5,275.0,772.5
28.0,122.4,275.0,165.0,320.0,760.0
22.0,45.35,120.0,82.5,130.0,332.5
29.0,46.9,95.0,62.5,122.5,280.0
20.0,43.85,80.0,52.5,100.0,232.5
21.0,47.0,77.5,50.0,100.0,227.5
23.0,51.15,112.5,70.0,155.0,337.5
43.0,51.25,120.0,75.0,142.5,337.5
29.0,50.95,110.0,60.0,140.0,310.0
34.0,52.0,112.5,62.5,130.0,305.0
24.0,52.0,95.0,70.0,135.0,300.0
38.0,51.9,110.0,65.0,120.0,295.0
34.0,50.25,100.0,55.0,130.0,285.0
36.0,50.6,87.5,52.5,130.0,270.0
25.0,52.0,97.5,52.5,112.5,262.5
31.0,56.3,125.0,72.5,175.5,373.0
25.0,55.2,127.5,85.0,150.0,362.5
19.0,56.7,105.0,85.5,157.5,348.0
21.0,56.6,125.0,65.0,152.5,342.5
24.0,55.15,105.0,75.0,137.5,317.5
36.0,56.75,105.0,72.5,137.5,315.0
20.0,62.0,145.0,82.5,175.5,403.0
27.0,61.7,155.0,60.0,150.0,365.0
37.0,62.55,115.0,95.0,130.0,340.0
27.0,59.2,115.0,52.5,160.0,327.5
23.0,62.0,117.5,60.0,140.0,317.5
34.0,62.45,122.5,65.0,125.0,312.5
25.0,60.5,105.0,60.0,120.0,285.0
32.0,62.4,80.0,45.0,120.0,245.0
25.0,71.35,160.0,77.5,155.0,392.5
22.0,70.45,142.5,75.0,165.0,382.5
18.0,68.5,132.5,85.0,157.5,375.0
24.0,70.6,120.0,57.5,142.5,320.0
38.0,71.5,115.0,62.5,132.5,310.0
25.0,83.35,152.0,95.0,178.0,425.0
28.0,81.95,150.0,95.0,160.0,405.0
39.0,82.15,125.0,80.0,145.0,350.0
31.0,99.6,160.0,110.0,170.0,440.0
39.0,99.6,155.0,102.5,172.5,430.0
30.0,100.5,150.0,90.0,155.0,395.0
34.0,106.65,140.0,62.5,152.5,355.0
14.0,51.8,102.5,62.5,125.0,290.0
15.0,47.85,90.0,60.0,100.0,250.0
12.0,58.4,95.0,60.0,120.0,275.0
17.0,72.4,160.0,107.5,185.0,452.5
18.0,77.8,160.0,125.0,200.0,485.0
14.0,79.9,150.0,92.5,170.0,412.5
18.0,82.65,132.5,97.5,162.5,392.5
16.0,102.75,210.0,130.0,232.5,572.5
14.0,102.4,125.0,100.0,140.0,365.0
19.0,58.15,135.0,95.0,162.5,392.5
21.0,65.4,155.0,120.0,210.0,485.0
21.0,65.7,157.5,117.5,200.0,475.0
22.0,71.6,187.5,120.0,242.5,550.0
22.0,81.95,200.0,140.0,265.0,605.0
20.0,77.25,175.0,135.0,235.0,545.0
22.0,92.1,222.5,142.5,262.5,627.5
23.0,91.0,217.5,150.0,235.0,602.5
20.0,114.5,240.0,155.0,280.0,675.0
35.0,57.7,130.0,80.0,177.5,387.5
27.0,56.5,115.0,67.5,130.0,312.5
37.0,65.3,215.0,127.5,170.0,512.5
24.0,70.85,165.0,135.0,232.5,532.5
18.0,73.45,182.5,125.0,200.0,507.5
22.0,73.2,170.0,120.0,200.0,490.0
17.0,81.75,240.0,155.0,285.0,680.0
26.0,81.25,220.0,160.0,245.0,625.0
28.0,92.1,275.0,165.0,315.0,755.0
30.0,92.1,255.0,140.0,270.0,665.0
26.0,92.2,220.0,162.5,252.5,635.0
21.0,102.95,280.0,215.0,310.0,805.0
27.0,101.75,242.5,182.5,270.0,695.0
36.0,101.65,252.5,185.0,255.0,692.5
18.0,104.1,250.0,195.0,245.0,690.0
38.0,100.2,220.0,140.0,230.0,590.0
26.0,118.85,312.5,195.0,337.5,845.0
26.0,115.5,275.0,170.0,265.0,710.0
25.0,120.75,255.0,142.5,275.0,672.5
34.0,123.75,240.0,137.5,257.5,635.0
18.0,42.9,65.0,52.5,90.0,207.5
15.0,38.0,45.0,30.0,60.0,135.0
12.0,46.5,70.0,37.5,85.0,192.5
19.0,44.15,110.0,70.0,115.0,295.0
22.0,51.25,97.5,55.0,105.0,257.5
19.0,62.25,97.5,65.0,100.0,262.5
19.0,65.5,120.0,70.0,130.0,320.0
28.0,51.6,120.0,65.0,135.0,320.0
25.0,52.0,95.0,62.5,142.5,300.0
35.0,51.95,97.5,65.0,110.0,272.5
28.0,55.45,75.0,60.0,105.0,240.0
20.0,58.72,130.0,107.5,190.0,427.5
20.0,58.92,140.0,107.5,180.0,427.5
17.0,58.64,122.5,107.5,160.0,390.0
18.0,58.74,127.5,80.0,150.0,357.5
17.0,58.78,145.0,95.0,175.0,415.0
20.0,65.9,197.5,95.0,210.0,502.5
20.0,65.0,157.5,110.0,212.5,480.0
21.0,64.95,160.0,117.5,190.0,467.5
19.0,62.6,130.0,102.5,170.0,402.5
19.0,74.0,190.0,135.0,257.5,582.5
20.0,73.8,197.5,117.5,240.0,555.0
19.0,73.3,205.0,132.5,215.0,552.5
19.0,73.5,180.0,145.0,217.5,542.5
19.0,73.8,185.0,125.0,212.5,522.5
17.0,70.1,170.0,140.0,200.0,510.0
22.0,73.7,200.0,105.0,205.0,510.0
23.0,73.1,177.5,122.5,190.0,490.0
20.0,72.8,162.5,102.5,210.0,475.0
19.0,73.7,147.5,132.5,187.5,467.5
19.0,72.2,165.0,105.0,190.0,460.0
19.0,72.1,165.0,107.5,175.0,447.5
19.0,69.7,140.0,115.0,165.0,420.0
21.0,81.7,227.5,175.0,257.5,660.0
21.0,82.1,205.0,167.5,260.0,632.5
18.0,82.95,207.5,155.0,265.0,627.5
22.0,82.75,200.0,157.5,265.0,622.5
21.0,82.45,210.0,157.5,230.0,597.5
22.0,82.75,215.0,125.0,240.0,580.0
21.0,82.8,150.0,127.5,225.0,502.5
20.0,77.7,170.0,125.0,200.0,495.0
20.0,91.4,267.5,130.0,277.5,675.0
21.0,91.0,245.0,130.0,280.0,655.0
20.0,91.6,230.0,145.0,280.0,655.0
20.0,93.0,227.5,135.0,280.0,642.5
22.0,90.5,217.5,157.5,260.0,635.0
22.0,92.85,215.0,167.5,245.0,627.5
17.0,89.5,225.0,120.0,260.0,605.0
28.0,90.5,215.0,140.0,235.0,590.0
20.0,99.65,227.5,185.0,270.0,682.5
20.0,102.75,250.0,162.5,255.0,667.5
22.0,96.5,245.0,155.0,250.0,650.0
20.0,97.45,212.5,175.0,240.0,627.5
20.0,96.0,232.5,135.0,255.0,622.5
20.0,103.75,227.5,162.5,225.0,615.0
22.0,109.7,235.0,145.0,270.0,650.0
20.0,105.55,210.0,135.0,250.0,595.0
17.0,105.05,215.0,147.5,230.0,592.5
17.0,115.45,222.5,145.0,212.5,580.0
22.0,105.95,192.5,155.0,215.0,562.5
17.0,115.65,187.5,122.5,190.0,500.0
20.0,122.7,260.0,200.0,260.0,720.0
20.0,46.94,87.5,67.5,112.5,267.5
19.0,42.78,75.0,42.5,80.0,197.5
22.0,51.64,115.0,67.5,157.5,340.0
17.0,50.96,100.0,65.0,120.0,285.0
18.0,51.18,95.0,55.0,117.5,267.5
18.0,51.64,87.5,37.5,110.0,235.0
19.0,57.0,117.5,75.0,152.5,345.0
17.0,56.2,115.0,60.0,135.0,310.0
18.0,56.52,110.0,67.5,132.5,310.0
19.0,57.0,100.0,57.5,122.5,280.0
19.0,56.72,92.5,55.0,117.5,265.0
17.0,62.45,122.5,75.0,147.5,345.0
23.0,63.0,107.5,82.5,142.5,332.5
18.0,59.84,112.5,62.5,140.0,315.0
17.0,62.75,107.5,65.0,122.5,295.0
17.0,58.46,82.5,57.5,100.0,240.0
22.0,63.05,130.0,72.5,150.0,352.5
20.0,63.1,107.5,65.0,135.0,307.5
18.0,69.15,105.0,52.5,122.5,280.0
20.0,66.9,95.0,55.0,112.5,262.5
21.0,83.15,130.0,65.0,140.0,335.0
20.0,72.2,70.0,57.5,80.0,207.5
17.0,51.6,70.0,45.0,90.0,205.0
18.0,57.0,90.0,60.0,90.0,240.0
14.0,52.0,112.5,75.0,127.5,315.0
21.0,80.7,190.0,160.0,250.0,600.0
21.0,89.8,192.5,135.0,240.0,567.5
29.0,92.5,210.0,152.5,265.0,627.5
25.0,104.3,172.5,112.5,195.0,480.0
17.0,50.53,120.0,92.5,155.0,367.5
15.0,53.0,135.0,85.0,147.5,367.5
15.0,51.57,110.0,85.0,145.0,340.0
15.0,51.48,120.0,65.0,140.0,325.0
15.0,52.83,110.0,62.5,142.5,315.0
15.0,52.05,112.5,65.0,130.0,307.5
13.0,47.88,110.0,62.5,127.5,300.0
15.0,52.28,100.0,67.5,122.5,290.0
14.0,50.97,105.0,60.0,120.0,285.0
15.0,52.42,87.5,70.0,90.0,247.5
14.0,49.35,87.5,60.0,77.5,225.0
18.0,59.0,125.0,107.5,167.5,400.0
16.0,57.07,117.5,85.0,170.0,372.5
16.0,57.59,127.5,85.0,157.5,370.0
17.0,57.01,130.0,90.0,140.0,360.0
15.0,57.48,130.0,77.5,152.5,360.0
16.0,58.05,115.0,77.5,132.5,325.0
14.0,57.77,105.0,80.0,132.5,317.5
15.0,58.58,102.5,62.5,107.5,272.5
17.0,65.23,180.0,120.0,202.5,502.5
18.0,65.21,165.0,125.0,192.5,482.5
17.0,65.27,182.5,122.5,170.0,475.0
14.0,65.41,157.5,110.0,182.5,450.0
18.0,64.22,150.0,95.0,187.5,432.5
15.0,64.86,155.0,90.0,180.0,425.0
16.0,64.72,125.0,100.0,155.0,380.0
16.0,64.11,132.5,90.0,150.0,372.5
14.0,65.94,120.0,82.5,122.5,325.0
15.0,62.89,115.0,57.5,140.0,312.5
14.0,62.47,102.5,62.5,125.0,290.0
17.0,73.96,210.0,130.0,215.0,555.0
17.0,73.75,205.0,120.0,222.5,547.5
18.0,72.56,182.5,115.0,212.5,510.0
16.0,71.0,170.0,117.5,215.0,502.5
16.0,69.45,157.5,112.5,190.0,460.0
17.0,73.4,150.0,92.5,215.0,457.5
18.0,73.3,177.5,82.5,180.0,440.0
16.0,73.96,157.5,100.0,175.0,432.5
15.0,67.34,100.0,70.0,145.0,315.0
18.0,81.75,217.5,150.0,247.5,615.0
17.0,81.3,195.0,120.0,220.0,535.0
18.0,81.54,180.0,125.0,220.0,525.0
18.0,77.21,195.0,115.0,195.0,505.0
16.0,81.96,170.0,132.5,190.0,492.5
16.0,75.87,150.0,110.0,200.0,460.0
15.0,81.9,150.0,100.0,190.0,440.0
15.0,75.23,142.5,85.0,147.5,375.0
18.0,83.5,182.5,155.0,210.0,547.5
17.0,90.9,182.5,107.5,225.0,515.0
16.0,91.16,167.5,130.0,180.0,477.5
17.0,91.28,155.0,87.5,172.5,415.0
18.0,100.29,225.0,152.5,230.0,607.5
18.0,99.6,205.0,152.5,242.5,600.0
18.0,102.55,195.0,145.0,220.0,560.0
16.0,106.78,200.0,120.0,205.0,525.0
13.0,42.67,80.0,57.5,95.0,232.5
17.0,43.0,80.0,40.0,82.5,202.5
16.0,42.46,60.0,37.5,90.0,187.5
16.0,41.2,65.0,30.0,80.0,175.0
17.0,40.49,55.0,30.0,80.0,165.0
16.0,46.62,92.5,45.0,132.5,270.0
17.0,46.83,107.5,55.0,107.5,270.0
15.0,49.63,77.5,47.5,132.5,257.5
15.0,51.7,87.5,65.0,105.0,257.5
15.0,50.51,85.0,52.5,107.5,245.0
18.0,47.76,77.5,55.0,105.0,237.5
13.0,48.15,80.0,52.5,95.0,227.5
17.0,56.46,110.0,60.0,125.0,295.0
18.0,55.83,100.0,62.5,120.0,282.5
18.0,55.73,97.5,45.0,120.0,262.5
17.0,56.98,90.0,55.0,115.0,260.0
17.0,56.25,90.0,52.5,115.0,257.5
14.0,56.95,85.0,42.5,120.0,247.5
16.0,61.79,132.5,57.5,137.5,327.5
18.0,61.28,120.0,70.0,135.0,325.0
16.0,62.07,95.0,72.5,130.0,297.5
17.0,60.58,107.5,62.5,120.0,290.0
18.0,61.67,77.5,60.0,115.0,252.5
17.0,68.71,117.5,72.5,142.5,332.5
15.0,70.09,127.5,55.0,117.5,300.0
18.0,66.95,115.0,60.0,95.0,270.0
15.0,63.04,80.0,45.0,112.5,237.5
14.0,75.65,92.5,57.5,120.0,270.0
16.0,72.77,92.5,57.5,117.5,267.5
14.0,74.0,87.5,55.0,102.5,245.0
16.0,86.89,125.0,90.0,140.0,355.0
17.0,92.33,134.0,70.0,132.5,336.5
15.0,52.91,137.5,85.0,140.0,362.5
22.0,53.0,112.5,87.5,150.0,350.0
14.0,51.51,112.5,60.0,130.0,302.5
16.0,51.47,97.5,67.5,100.0,265.0
19.0,58.86,155.0,115.0,182.5,452.5
19.0,58.39,145.0,125.0,170.0,440.0
22.0,55.3,145.0,97.5,182.5,425.0
20.0,58.71,125.0,97.5,172.5,395.0
21.0,57.16,130.0,90.0,160.0,380.0
20.0,65.03,203.0,146.5,225.0,574.5
20.0,65.53,160.0,147.0,215.0,522.0
19.0,64.56,175.0,107.5,200.0,482.5
21.0,65.2,167.5,102.5,180.0,450.0
22.0,65.48,150.0,100.0,200.0,450.0
21.0,65.44,160.0,87.5,175.0,422.5
20.0,65.3,130.0,95.0,165.0,390.0
19.0,73.34,220.0,145.0,230.0,595.0
21.0,73.47,202.5,140.0,227.5,570.0
23.0,73.6,180.0,155.0,235.0,570.0
20.0,73.99,182.5,127.5,247.5,557.5
23.0,71.66,180.0,155.0,200.0,535.0
21.0,73.44,185.0,112.5,230.0,527.5
21.0,72.95,175.0,145.0,202.5,522.5
18.0,72.12,180.0,115.0,215.0,510.0
22.0,73.35,162.5,120.0,200.0,482.5
19.0,71.63,170.0,107.5,190.0,467.5
23.0,72.03,165.0,120.0,170.0,455.0
21.0,80.89,235.0,135.0,267.5,637.5
23.0,81.87,230.0,145.0,257.5,632.5
19.0,80.39,222.5,140.0,262.5,625.0
21.0,77.84,212.5,145.0,242.5,600.0
23.0,82.59,222.5,152.5,225.0,600.0
22.0,81.48,160.0,125.0,175.0,460.0
19.0,76.32,150.0,107.5,190.0,447.5
19.0,92.39,260.0,157.5,277.5,695.0
22.0,92.22,250.0,157.5,280.0,687.5
22.0,89.48,220.0,175.0,270.0,665.0
20.0,91.83,237.5,165.0,252.5,655.0
22.0,87.85,212.5,132.5,290.0,635.0
20.0,91.31,215.0,130.0,250.0,595.0
20.0,101.34,315.0,170.0,333.0,818.0
20.0,98.72,255.0,170.0,282.5,707.5
23.0,104.26,242.5,165.0,230.0,637.5
20.0,94.46,175.0,130.0,205.0,510.0
19.0,119.39,290.0,180.0,300.0,770.0
23.0,112.35,255.0,185.0,270.0,710.0
20.0,108.29,230.0,160.0,235.0,625.0
19.0,150.4,305.0,160.0,295.0,760.0
21.0,160.5,240.0,135.0,242.5,617.5
20.0,129.58,210.0,152.5,237.5,600.0
20.0,125.71,220.0,147.5,230.0,597.5
16.0,42.36,60.0,40.0,90.0,190.0
18.0,46.69,90.0,70.0,110.0,270.0
17.0,46.63,87.5,77.5,97.5,262.5
18.0,46.74,70.0,52.5,105.0,227.5
22.0,45.25,77.5,45.0,102.2,224.7
13.0,46.99,75.0,52.5,90.0,217.5
21.0,50.48,135.0,82.5,142.5,360.0
20.0,51.52,85.0,45.0,95.0,225.0
19.0,51.05,85.0,52.5,110.0,247.5
21.0,55.71,135.0,72.5,175.0,382.5
21.0,56.52,117.5,88.0,150.0,355.5
23.0,56.5,130.0,75.0,145.0,350.0
20.0,56.65,127.5,67.5,137.5,332.5
21.0,56.65,117.5,72.5,142.5,332.5
22.0,56.43,120.0,75.0,130.0,325.0
18.0,56.3,100.0,55.0,125.0,280.0
19.0,61.48,125.0,85.0,137.5,347.5
20.0,62.98,132.5,75.0,137.5,345.0
19.0,62.4,110.0,70.0,155.0,335.0
20.0,62.9,105.0,72.5,112.5,290.0
22.0,62.11,95.0,70.0,112.5,277.5
20.0,63.0,92.5,72.5,110.0,275.0
14.0,60.57,85.0,45.0,120.0,250.0
20.0,67.3,150.0,98.0,165.0,413.0
21.0,68.2,112.5,87.5,142.5,342.5
18.0,65.66,125.0,80.0,120.0,325.0
21.0,81.65,155.0,92.5,162.5,410.0
23.0,78.93,115.0,72.5,160.0,347.5
20.0,88.58,100.0,57.5,125.0,282.5
30.0,58.93,150.0,110.0,190.0,450.0
35.0,58.63,150.0,100.0,190.0,440.0
17.0,56.98,137.5,92.5,145.0,375.0
45.0,57.97,130.0,77.5,167.5,375.0
18.0,58.3,115.0,82.5,155.0,352.5
26.0,65.89,180.0,125.0,217.5,522.5
28.0,65.06,180.0,125.0,200.0,505.0
27.0,74.0,227.5,145.0,291.0,663.5
25.0,73.88,235.0,150.0,257.5,642.5
26.0,73.65,212.5,157.5,245.0,615.0
19.0,72.78,220.0,140.0,230.0,590.0
23.0,73.38,200.0,132.5,252.5,585.0
25.0,72.91,227.5,125.0,225.0,577.5
28.0,72.4,205.0,142.5,222.5,570.0
