geo_area,item,year,gpin
Ecuador,Potatoes,1999,136
El Salvador,Potatoes,1999,154.96
Guatemala,Potatoes,1999,38.83
Haiti,Potatoes,1999,32.1
Honduras,Potatoes,1999,82.5
Jamaica,Potatoes,1999,42.14
Mexico,Potatoes,1999,85.18
Nicaragua,Potatoes,1999,77.82
Panama,Potatoes,1999,51.06
Paraguay,Potatoes,1999,38.92
Peru,Potatoes,1999,66.03
Saint Kitts and Nevis,Potatoes,1999,127.88
United States of America,Potatoes,1999,107.54
Uruguay,Potatoes,1999,195.57
Venezuela (Bolivarian Republic of),Potatoes,1999,77.84
Barbados,Pulses nes,1999,45.24
Dominica,Pulses nes,1999,61.64
Guatemala,Pulses nes,1999,89.79
Mexico,Pulses nes,1999,55.29
Panama,Pulses nes,1999,42.16
Peru,Pulses nes,1999,52.62
Saint Kitts and Nevis,Pulses nes,1999,85.04
Saint Lucia,Pulses nes,1999,87.66
Saint Vincent and the Grenadines,Pulses nes,1999,77.18
Suriname,Pulses nes,1999,167.16
Trinidad and Tobago,Pulses nes,1999,66.14
Antigua and Barbuda,"Pumpkins, squash and gourds",1999,79.2
Argentina,"Pumpkins, squash and gourds",1999,120.01
Bahamas,"Pumpkins, squash and gourds",1999,NA
Barbados,"Pumpkins, squash and gourds",1999,79.73
Belize,"Pumpkins, squash and gourds",1999,201.6
Bolivia (Plurinational State of),"Pumpkins, squash and gourds",1999,414.44
Canada,"Pumpkins, squash and gourds",1999,35.25
Chile,"Pumpkins, squash and gourds",1999,109.76
Colombia,"Pumpkins, squash and gourds",1999,35.03
Cuba,"Pumpkins, squash and gourds",1999,35.94
Dominica,"Pumpkins, squash and gourds",1999,88.71
Dominican Republic,"Pumpkins, squash and gourds",1999,58.79
Ecuador,"Pumpkins, squash and gourds",1999,643.16
El Salvador,"Pumpkins, squash and gourds",1999,84.29
Grenada,"Pumpkins, squash and gourds",1999,71.63
Guyana,"Pumpkins, squash and gourds",1999,46.9
Haiti,"Pumpkins, squash and gourds",1999,56.67
Honduras,"Pumpkins, squash and gourds",1999,19.97
Jamaica,"Pumpkins, squash and gourds",1999,69.09
Mexico,"Pumpkins, squash and gourds",1999,80.84
Paraguay,"Pumpkins, squash and gourds",1999,83.44
Peru,"Pumpkins, squash and gourds",1999,37.19
Puerto Rico,"Pumpkins, squash and gourds",1999,124.9
Saint Lucia,"Pumpkins, squash and gourds",1999,NA
Saint Vincent and the Grenadines,"Pumpkins, squash and gourds",1999,117.74
Trinidad and Tobago,"Pumpkins, squash and gourds",1999,72.1
United States of America,"Pumpkins, squash and gourds",1999,NA
Uruguay,"Pumpkins, squash and gourds",1999,72.58
Venezuela (Bolivarian Republic of),"Pumpkins, squash and gourds",1999,NA
Ecuador,"Pyrethrum, dried",1999,70.09
Argentina,Quinces,1999,90.15
Bolivia (Plurinational State of),Quinces,1999,798.82
Brazil,Quinces,1999,134.53
Chile,Quinces,1999,123.61
Mexico,Quinces,1999,207.42
Peru,Quinces,1999,72.77
Uruguay,Quinces,1999,198.97
Bolivia (Plurinational State of),Quinoa,1999,32.34
Ecuador,Quinoa,1999,13.85
Peru,Quinoa,1999,28.45
Brazil,Ramie,1999,623.9
Argentina,Rapeseed,1999,2.32
Brazil,Rapeseed,1999,52.94
Canada,Rapeseed,1999,48.53
Chile,Rapeseed,1999,39.13
Mexico,Rapeseed,1999,52.94
Paraguay,Rapeseed,1999,NA
United States of America,Rapeseed,1999,48.35
Uruguay,Rapeseed,1999,NA
Canada,Raspberries,1999,147.62
Chile,Raspberries,1999,96.05
Mexico,Raspberries,1999,1.96
United States of America,Raspberries,1999,43.25
Argentina,"Rice, paddy",1999,109.45
Belize,"Rice, paddy",1999,83.89
Bolivia (Plurinational State of),"Rice, paddy",1999,54.31
Brazil,"Rice, paddy",1999,100.09
Chile,"Rice, paddy",1999,38.73
Colombia,"Rice, paddy",1999,84.54
Costa Rica,"Rice, paddy",1999,127.03
Cuba,"Rice, paddy",1999,110.56
Dominican Republic,"Rice, paddy",1999,61.89
Ecuador,"Rice, paddy",1999,84.71
El Salvador,"Rice, paddy",1999,159
Guatemala,"Rice, paddy",1999,144.92
Guyana,"Rice, paddy",1999,90.81
Haiti,"Rice, paddy",1999,87.77
Honduras,"Rice, paddy",1999,18.24
Jamaica,"Rice, paddy",1999,172.22
Mexico,"Rice, paddy",1999,163.84
Nicaragua,"Rice, paddy",1999,53.53
Panama,"Rice, paddy",1999,78.38
Paraguay,"Rice, paddy",1999,15.25
Peru,"Rice, paddy",1999,63.66
Puerto Rico,"Rice, paddy",1999,NA
Suriname,"Rice, paddy",1999,65.77
Trinidad and Tobago,"Rice, paddy",1999,140.62
United States of America,"Rice, paddy",1999,96.77
Uruguay,"Rice, paddy",1999,98.41
Venezuela (Bolivarian Republic of),"Rice, paddy",1999,87.88
Belize,Roots and tubers nes,1999,7.43
Bolivia (Plurinational State of),Roots and tubers nes,1999,132.04
Colombia,Roots and tubers nes,1999,45.46
Costa Rica,Roots and tubers nes,1999,240.07
Dominica,Roots and tubers nes,1999,101.69
Ecuador,Roots and tubers nes,1999,20.26
Grenada,Roots and tubers nes,1999,125.16
Guyana,Roots and tubers nes,1999,145.62
Haiti,Roots and tubers nes,1999,70.71
Honduras,Roots and tubers nes,1999,37.76
Jamaica,Roots and tubers nes,1999,132.19
Mexico,Roots and tubers nes,1999,53.84
Nicaragua,Roots and tubers nes,1999,56.19
Panama,Roots and tubers nes,1999,7211.84
Peru,Roots and tubers nes,1999,85.98
Puerto Rico,Roots and tubers nes,1999,21.55
Saint Kitts and Nevis,Roots and tubers nes,1999,92.72
Saint Lucia,Roots and tubers nes,1999,256.97
Saint Vincent and the Grenadines,Roots and tubers nes,1999,89.25
Suriname,Roots and tubers nes,1999,29.46
Trinidad and Tobago,Roots and tubers nes,1999,147.79
Venezuela (Bolivarian Republic of),Roots and tubers nes,1999,66.31
Antigua and Barbuda,"Roots and Tubers, Total",1999,48.16
Argentina,"Roots and Tubers, Total",1999,110.02
Bahamas,"Roots and Tubers, Total",1999,17.04
Barbados,"Roots and Tubers, Total",1999,188.52
Belize,"Roots and Tubers, Total",1999,205.27
Bolivia (Plurinational State of),"Roots and Tubers, Total",1999,77.98
Brazil,"Roots and Tubers, Total",1999,88.96
Canada,"Roots and Tubers, Total",1999,76.09
Chile,"Roots and Tubers, Total",1999,93.07
Colombia,"Roots and Tubers, Total",1999,92.95
Costa Rica,"Roots and Tubers, Total",1999,89.53
Cuba,"Roots and Tubers, Total",1999,59.43
Dominica,"Roots and Tubers, Total",1999,81.02
Dominican Republic,"Roots and Tubers, Total",1999,90.16
Ecuador,"Roots and Tubers, Total",1999,124.64
El Salvador,"Roots and Tubers, Total",1999,99.37
Grenada,"Roots and Tubers, Total",1999,102.34
Guatemala,"Roots and Tubers, Total",1999,40.81
Guyana,"Roots and Tubers, Total",1999,111.61
Haiti,"Roots and Tubers, Total",1999,49.73
Honduras,"Roots and Tubers, Total",1999,47.37
Jamaica,"Roots and Tubers, Total",1999,115.32
Mexico,"Roots and Tubers, Total",1999,80.69
Nicaragua,"Roots and Tubers, Total",1999,68.51
Panama,"Roots and Tubers, Total",1999,112.15
Paraguay,"Roots and Tubers, Total",1999,95.01
Peru,"Roots and Tubers, Total",1999,70.17
Puerto Rico,"Roots and Tubers, Total",1999,136.53
Saint Kitts and Nevis,"Roots and Tubers, Total",1999,126.05
Saint Lucia,"Roots and Tubers, Total",1999,147.05
Saint Vincent and the Grenadines,"Roots and Tubers, Total",1999,75.25
Suriname,"Roots and Tubers, Total",1999,45.6
Trinidad and Tobago,"Roots and Tubers, Total",1999,80.54
United States of America,"Roots and Tubers, Total",1999,103.89
Uruguay,"Roots and Tubers, Total",1999,144.22
Venezuela (Bolivarian Republic of),"Roots and Tubers, Total",1999,97.48
Bolivia (Plurinational State of),"Rubber, natural",1999,155.03
Brazil,"Rubber, natural",1999,36.61
Colombia,"Rubber, natural",1999,NA
Dominican Republic,"Rubber, natural",1999,77.14
Ecuador,"Rubber, natural",1999,11.7
Guatemala,"Rubber, natural",1999,10.45
Mexico,"Rubber, natural",1999,33.41
Argentina,Rye,1999,94.54
Bolivia (Plurinational State of),Rye,1999,69.69
Brazil,Rye,1999,161.12
Canada,Rye,1999,131.95
Chile,Rye,1999,81.77
Ecuador,Rye,1999,81.59
Mexico,Rye,1999,158.33
Peru,Rye,1999,100.7
United States of America,Rye,1999,109.95
Argentina,Safflower seed,1999,34.39
Mexico,Safflower seed,1999,200.78
United States of America,Safflower seed,1999,189.28
Antigua and Barbuda,Seed cotton,1999,76.19
Argentina,Seed cotton,1999,74.51
Bolivia (Plurinational State of),Seed cotton,1999,42.74
Brazil,Seed cotton,1999,37.88
Colombia,Seed cotton,1999,137.18
Costa Rica,Seed cotton,1999,41.03
Ecuador,Seed cotton,1999,281.9
El Salvador,Seed cotton,1999,6603.77
Grenada,Seed cotton,1999,69.08
Guatemala,Seed cotton,1999,88.95
Haiti,Seed cotton,1999,159.52
Honduras,Seed cotton,1999,65.45
Mexico,Seed cotton,1999,66.51
Nicaragua,Seed cotton,1999,76.33
Paraguay,Seed cotton,1999,1367.39
Peru,Seed cotton,1999,194.65
Saint Kitts and Nevis,Seed cotton,1999,400
United States of America,Seed cotton,1999,100.07
Venezuela (Bolivarian Republic of),Seed cotton,1999,520.66
Bolivia (Plurinational State of),Sesame seed,1999,108.61
Brazil,Sesame seed,1999,86.54
Colombia,Sesame seed,1999,158.01
Costa Rica,Sesame seed,1999,98.32
Ecuador,Sesame seed,1999,62.26
El Salvador,Sesame seed,1999,415.51
Guatemala,Sesame seed,1999,57.51
Haiti,Sesame seed,1999,93.14
Honduras,Sesame seed,1999,55.7
Mexico,Sesame seed,1999,53.65
Nicaragua,Sesame seed,1999,80.78
Panama,Sesame seed,1999,86.01
Paraguay,Sesame seed,1999,33.76
Peru,Sesame seed,1999,331.03
Venezuela (Bolivarian Republic of),Sesame seed,1999,113.06
Brazil,"Silk-worm cocoons, reelable",1999,354.36
Brazil,Sisal,1999,115.62
Cuba,Sisal,1999,26.37
Dominican Republic,Sisal,1999,783.67
Haiti,Sisal,1999,45.68
Jamaica,Sisal,1999,100
Mexico,Sisal,1999,326.08
Venezuela (Bolivarian Republic of),Sisal,1999,448.72
Argentina,Sorghum,1999,100.74
Belize,Sorghum,1999,92.65
Bolivia (Plurinational State of),Sorghum,1999,19.16
Brazil,Sorghum,1999,29.82
Colombia,Sorghum,1999,1210.27
Cuba,Sorghum,1999,2.1
Dominican Republic,Sorghum,1999,507.94
Ecuador,Sorghum,1999,15.27
El Salvador,Sorghum,1999,113.71
Guatemala,Sorghum,1999,99.22
Haiti,Sorghum,1999,96.26
Honduras,Sorghum,1999,265.75
Mexico,Sorghum,1999,92.29
Nicaragua,Sorghum,1999,74.16
Panama,Sorghum,1999,56.57
Paraguay,Sorghum,1999,22.66
Peru,Sorghum,1999,88.43
United States of America,Sorghum,1999,118.28
Uruguay,Sorghum,1999,36.73
Venezuela (Bolivarian Republic of),Sorghum,1999,478.01
Argentina,Soybeans,1999,34.55
Belize,Soybeans,1999,17.76
Bolivia (Plurinational State of),Soybeans,1999,31.81
Brazil,Soybeans,1999,33.13
Canada,Soybeans,1999,43.68
Colombia,Soybeans,1999,45.79
Ecuador,Soybeans,1999,215.06
El Salvador,Soybeans,1999,45.95
Guatemala,Soybeans,1999,79.38
Honduras,Soybeans,1999,136.78
Mexico,Soybeans,1999,32.2
Nicaragua,Soybeans,1999,415.7
Panama,Soybeans,1999,100.35
Paraguay,Soybeans,1999,32.72
Peru,Soybeans,1999,156.58
Suriname,Soybeans,1999,432
United States of America,Soybeans,1999,65.51
Uruguay,Soybeans,1999,0.67
Venezuela (Bolivarian Republic of),Soybeans,1999,97.25
Argentina,Spices nes,1999,92.17
Bolivia (Plurinational State of),Spices nes,1999,1.24
Colombia,Spices nes,1999,64.75
Dominica,Spices nes,1999,24.81
Dominican Republic,Spices nes,1999,149.48
Ecuador,Spices nes,1999,18.05
Grenada,Spices nes,1999,97.96
Guatemala,Spices nes,1999,48.9
Guyana,Spices nes,1999,NA
Jamaica,Spices nes,1999,141.73
Mexico,Spices nes,1999,48.59
Peru,Spices nes,1999,55.21
Saint Lucia,Spices nes,1999,104.11
Saint Vincent and the Grenadines,Spices nes,1999,200.13
Canada,Spinach,1999,56.78
Colombia,Spinach,1999,53.27
Costa Rica,Spinach,1999,38.66
Haiti,Spinach,1999,60.83
Jamaica,Spinach,1999,96.34
Mexico,Spinach,1999,49.15
Peru,Spinach,1999,31.44
United States of America,Spinach,1999,69.42
Venezuela (Bolivarian Republic of),Spinach,1999,NA
Argentina,Strawberries,1999,62.02
Bolivia (Plurinational State of),Strawberries,1999,45.76
Brazil,Strawberries,1999,87.33
Canada,Strawberries,1999,114.71
Chile,Strawberries,1999,68.48
Colombia,Strawberries,1999,29.92
Costa Rica,Strawberries,1999,46
Ecuador,Strawberries,1999,25.92
Guatemala,Strawberries,1999,48.74
Mexico,Strawberries,1999,31.31
Paraguay,Strawberries,1999,71.29
Peru,Strawberries,1999,43.44
United States of America,Strawberries,1999,60.75
Venezuela (Bolivarian Republic of),Strawberries,1999,15.95
Argentina,String beans,1999,91.14
Barbados,String beans,1999,683.72
Jamaica,String beans,1999,71.65
Mexico,String beans,1999,63.77
Peru,String beans,1999,65.53
United States of America,String beans,1999,112.21
Venezuela (Bolivarian Republic of),String beans,1999,37.45
Canada,Sugar beet,1999,117.71
Chile,Sugar beet,1999,167.78
Colombia,Sugar beet,1999,49.55
Ecuador,Sugar beet,1999,46.57
Mexico,Sugar beet,1999,61.99
United States of America,Sugar beet,1999,96.8
Venezuela (Bolivarian Republic of),Sugar beet,1999,69.35
Argentina,Sugar cane,1999,87.37
Bahamas,Sugar cane,1999,83.42
Barbados,Sugar cane,1999,436.11
Belize,Sugar cane,1999,89.92
Bolivia (Plurinational State of),Sugar cane,1999,50.02
Brazil,Sugar cane,1999,44.41
Colombia,Sugar cane,1999,92.34
Costa Rica,Sugar cane,1999,84.72
Cuba,Sugar cane,1999,185.12
Dominica,Sugar cane,1999,91
Dominican Republic,Sugar cane,1999,98.58
Ecuador,Sugar cane,1999,61.76
El Salvador,Sugar cane,1999,77.42
Grenada,Sugar cane,1999,90.46
Guatemala,Sugar cane,1999,50.71
Guyana,Sugar cane,1999,121.37
Haiti,Sugar cane,1999,65.51
Honduras,Sugar cane,1999,70.78
Jamaica,Sugar cane,1999,154.93
Mexico,Sugar cane,1999,83.46
Nicaragua,Sugar cane,1999,56.66
Panama,Sugar cane,1999,72.15
Paraguay,Sugar cane,1999,43.56
Peru,Sugar cane,1999,63.74
Saint Vincent and the Grenadines,Sugar cane,1999,99.5
Suriname,Sugar cane,1999,74.38
United States of America,Sugar cane,1999,111.87
Uruguay,Sugar cane,1999,31.98
Venezuela (Bolivarian Republic of),Sugar cane,1999,162.16
Argentina,Sugar Crops Primary,1999,87.37
Bahamas,Sugar Crops Primary,1999,83.42
Barbados,Sugar Crops Primary,1999,436.11
Belize,Sugar Crops Primary,1999,89.92
Bolivia (Plurinational State of),Sugar Crops Primary,1999,50.02
Brazil,Sugar Crops Primary,1999,44.41
Canada,Sugar Crops Primary,1999,117.71
Chile,Sugar Crops Primary,1999,167.78
Colombia,Sugar Crops Primary,1999,92.31
Costa Rica,Sugar Crops Primary,1999,84.72
Cuba,Sugar Crops Primary,1999,185.12
Dominica,Sugar Crops Primary,1999,91
Dominican Republic,Sugar Crops Primary,1999,98.58
Ecuador,Sugar Crops Primary,1999,61.75
El Salvador,Sugar Crops Primary,1999,77.42
Grenada,Sugar Crops Primary,1999,90.46
Guatemala,Sugar Crops Primary,1999,50.71
Guyana,Sugar Crops Primary,1999,121.37
Haiti,Sugar Crops Primary,1999,65.51
Honduras,Sugar Crops Primary,1999,70.78
Jamaica,Sugar Crops Primary,1999,154.93
Mexico,Sugar Crops Primary,1999,83.46
Nicaragua,Sugar Crops Primary,1999,56.66
Panama,Sugar Crops Primary,1999,72.15
Paraguay,Sugar Crops Primary,1999,43.56
Peru,Sugar Crops Primary,1999,63.74
Saint Vincent and the Grenadines,Sugar Crops Primary,1999,99.5
Suriname,Sugar Crops Primary,1999,74.38
United States of America,Sugar Crops Primary,1999,103.81
Uruguay,Sugar Crops Primary,1999,31.98
Venezuela (Bolivarian Republic of),Sugar Crops Primary,1999,161.74
Argentina,Sunflower seed,1999,259.98
Bolivia (Plurinational State of),Sunflower seed,1999,65.83
Brazil,Sunflower seed,1999,60.11
Canada,Sunflower seed,1999,205.22
Chile,Sunflower seed,1999,100.13
Ecuador,Sunflower seed,1999,84.11
Mexico,Sunflower seed,1999,10.4
Paraguay,Sunflower seed,1999,78.29
United States of America,Sunflower seed,1999,167.12
Venezuela (Bolivarian Republic of),Sunflower seed,1999,36.77
Antigua and Barbuda,Sweet potatoes,1999,55.17
Argentina,Sweet potatoes,1999,73.28
Bahamas,Sweet potatoes,1999,14.31
Barbados,Sweet potatoes,1999,195.86
Belize,Sweet potatoes,1999,107.36
Bolivia (Plurinational State of),Sweet potatoes,1999,296.66
Brazil,Sweet potatoes,1999,78.97
Chile,Sweet potatoes,1999,47.88
Costa Rica,Sweet potatoes,1999,26.47
Cuba,Sweet potatoes,1999,48.51
Dominica,Sweet potatoes,1999,78.66
Dominican Republic,Sweet potatoes,1999,117.89
Ecuador,Sweet potatoes,1999,50
El Salvador,Sweet potatoes,1999,72.15
Grenada,Sweet potatoes,1999,45.52
Guatemala,Sweet potatoes,1999,103.45
Guyana,Sweet potatoes,1999,56.35
Haiti,Sweet potatoes,1999,42.41
Honduras,Sweet potatoes,1999,4.71
Jamaica,Sweet potatoes,1999,58.54
Mexico,Sweet potatoes,1999,82.18
Paraguay,Sweet potatoes,1999,158.8
Peru,Sweet potatoes,1999,87.79
Puerto Rico,Sweet potatoes,1999,620.13
Saint Kitts and Nevis,Sweet potatoes,1999,113.59
Saint Lucia,Sweet potatoes,1999,76.19
Saint Vincent and the Grenadines,Sweet potatoes,1999,79.33
Suriname,Sweet potatoes,1999,28.57
Trinidad and Tobago,Sweet potatoes,1999,10.14
United States of America,Sweet potatoes,1999,39.79
Uruguay,Sweet potatoes,1999,78.19
Venezuela (Bolivarian Republic of),Sweet potatoes,1999,73.84
Argentina,"Tangerines, mandarins, clementines, satsumas",1999,114.33
Bahamas,"Tangerines, mandarins, clementines, satsumas",1999,NA
Bolivia (Plurinational State of),"Tangerines, mandarins, clementines, satsumas",1999,28.51
Brazil,"Tangerines, mandarins, clementines, satsumas",1999,83.7
Chile,"Tangerines, mandarins, clementines, satsumas",1999,1.9
Colombia,"Tangerines, mandarins, clementines, satsumas",1999,33.25
Cuba,"Tangerines, mandarins, clementines, satsumas",1999,125.76
Ecuador,"Tangerines, mandarins, clementines, satsumas",1999,37.98
El Salvador,"Tangerines, mandarins, clementines, satsumas",1999,62.75
Haiti,"Tangerines, mandarins, clementines, satsumas",1999,38.24
Jamaica,"Tangerines, mandarins, clementines, satsumas",1999,457.25
Mexico,"Tangerines, mandarins, clementines, satsumas",1999,56.31
Paraguay,"Tangerines, mandarins, clementines, satsumas",1999,61.22
Peru,"Tangerines, mandarins, clementines, satsumas",1999,31.81
United States of America,"Tangerines, mandarins, clementines, satsumas",1999,62.02
Uruguay,"Tangerines, mandarins, clementines, satsumas",1999,93.83
Venezuela (Bolivarian Republic of),"Tangerines, mandarins, clementines, satsumas",1999,139.94
Antigua and Barbuda,Taro (cocoyam),1999,68.85
Barbados,Taro (cocoyam),1999,183.21
Dominica,Taro (cocoyam),1999,98.74
Guyana,Taro (cocoyam),1999,NA
Honduras,Taro (cocoyam),1999,NA
Nicaragua,Taro (cocoyam),1999,69.4
Saint Lucia,Taro (cocoyam),1999,75.4
Trinidad and Tobago,Taro (cocoyam),1999,122.46
United States of America,Taro (cocoyam),1999,198.71
Argentina,Tea,1999,66.92
Bolivia (Plurinational State of),Tea,1999,65.85
Brazil,Tea,1999,838.04
Colombia,Tea,1999,67.87
Ecuador,Tea,1999,116.7
El Salvador,Tea,1999,30.36
Guatemala,Tea,1999,84.3
Peru,Tea,1999,190.52
Argentina,"Tobacco, unmanufactured",1999,103.13
Bolivia (Plurinational State of),"Tobacco, unmanufactured",1999,80.06
Brazil,"Tobacco, unmanufactured",1999,78.45
Canada,"Tobacco, unmanufactured",1999,270.17
Chile,"Tobacco, unmanufactured",1999,166.85
Colombia,"Tobacco, unmanufactured",1999,157.76
Costa Rica,"Tobacco, unmanufactured",1999,492.11
Cuba,"Tobacco, unmanufactured",1999,143.26
Dominican Republic,"Tobacco, unmanufactured",1999,165.85
Ecuador,"Tobacco, unmanufactured",1999,54.47
El Salvador,"Tobacco, unmanufactured",1999,62.44
Guatemala,"Tobacco, unmanufactured",1999,58.88
Guyana,"Tobacco, unmanufactured",1999,95.07
Haiti,"Tobacco, unmanufactured",1999,100.12
Honduras,"Tobacco, unmanufactured",1999,69.02
Jamaica,"Tobacco, unmanufactured",1999,111.27
Mexico,"Tobacco, unmanufactured",1999,344.92
Nicaragua,"Tobacco, unmanufactured",1999,17.26
Panama,"Tobacco, unmanufactured",1999,63.67
Paraguay,"Tobacco, unmanufactured",1999,113.01
Peru,"Tobacco, unmanufactured",1999,769.33
Puerto Rico,"Tobacco, unmanufactured",1999,200
Saint Vincent and the Grenadines,"Tobacco, unmanufactured",1999,70.95
Trinidad and Tobago,"Tobacco, unmanufactured",1999,29.65
United States of America,"Tobacco, unmanufactured",1999,174.35
Uruguay,"Tobacco, unmanufactured",1999,86.44
Venezuela (Bolivarian Republic of),"Tobacco, unmanufactured",1999,290.39
Antigua and Barbuda,Tomatoes,1999,53.87
Argentina,Tomatoes,1999,108.75
Bahamas,Tomatoes,1999,59.93
Barbados,Tomatoes,1999,148.11
Belize,Tomatoes,1999,31.76
Bolivia (Plurinational State of),Tomatoes,1999,152.92
Brazil,Tomatoes,1999,78.34
Canada,Tomatoes,1999,121.93
Chile,Tomatoes,1999,135.39
Colombia,Tomatoes,1999,56.21
Costa Rica,Tomatoes,1999,32.56
Cuba,Tomatoes,1999,81.75
Dominica,Tomatoes,1999,49.26
Dominican Republic,Tomatoes,1999,129.43
Ecuador,Tomatoes,1999,95.32
El Salvador,Tomatoes,1999,191.36
Grenada,Tomatoes,1999,0.74
Guatemala,Tomatoes,1999,52.34
Guyana,Tomatoes,1999,8.64
Haiti,Tomatoes,1999,187.3
Honduras,Tomatoes,1999,62.9
Jamaica,Tomatoes,1999,80.3
Mexico,Tomatoes,1999,78.09
Nicaragua,Tomatoes,1999,4.02
Panama,Tomatoes,1999,105.47
Paraguay,Tomatoes,1999,133.34
Peru,Tomatoes,1999,67.93
Puerto Rico,Tomatoes,1999,72.09
Saint Kitts and Nevis,Tomatoes,1999,61.43
Saint Lucia,Tomatoes,1999,NA
Suriname,Tomatoes,1999,67.32
Trinidad and Tobago,Tomatoes,1999,124.79
United States of America,Tomatoes,1999,92.15
Uruguay,Tomatoes,1999,115.81
Venezuela (Bolivarian Republic of),Tomatoes,1999,118.02
Brazil,Triticale,1999,NA
Canada,Triticale,1999,338.64
Chile,Triticale,1999,NA
Mexico,Triticale,1999,0.77
Argentina,Tung nuts,1999,172.65
Brazil,Tung nuts,1999,166.46
Paraguay,Tung nuts,1999,78.05
Mexico,Vanilla,1999,74.84
Antigua and Barbuda,Vegetables and Fruit Primary,1999,99.81
Argentina,Vegetables and Fruit Primary,1999,100.27
Bahamas,Vegetables and Fruit Primary,1999,61.43
Barbados,Vegetables and Fruit Primary,1999,117.42
Belize,Vegetables and Fruit Primary,1999,97.01
Bolivia (Plurinational State of),Vegetables and Fruit Primary,1999,82.03
Brazil,Vegetables and Fruit Primary,1999,87.95
Canada,Vegetables and Fruit Primary,1999,79.86
Chile,Vegetables and Fruit Primary,1999,70.56
Colombia,Vegetables and Fruit Primary,1999,61.76
Costa Rica,Vegetables and Fruit Primary,1999,59.94
Cuba,Vegetables and Fruit Primary,1999,77.86
Dominica,Vegetables and Fruit Primary,1999,127.11
Dominican Republic,Vegetables and Fruit Primary,1999,34.8
Ecuador,Vegetables and Fruit Primary,1999,93.09
El Salvador,Vegetables and Fruit Primary,1999,94.19
Grenada,Vegetables and Fruit Primary,1999,26.39
Guatemala,Vegetables and Fruit Primary,1999,42.01
Guyana,Vegetables and Fruit Primary,1999,36.95
Haiti,Vegetables and Fruit Primary,1999,60.73
Honduras,Vegetables and Fruit Primary,1999,57.96
Jamaica,Vegetables and Fruit Primary,1999,111.62
Mexico,Vegetables and Fruit Primary,1999,65.57
Nicaragua,Vegetables and Fruit Primary,1999,44.2
Panama,Vegetables and Fruit Primary,1999,135.85
Paraguay,Vegetables and Fruit Primary,1999,100.22
Peru,Vegetables and Fruit Primary,1999,49.74
Puerto Rico,Vegetables and Fruit Primary,1999,68.4
Saint Kitts and Nevis,Vegetables and Fruit Primary,1999,81.85
Saint Lucia,Vegetables and Fruit Primary,1999,276.47
Saint Vincent and the Grenadines,Vegetables and Fruit Primary,1999,67.75
Suriname,Vegetables and Fruit Primary,1999,69.04
Trinidad and Tobago,Vegetables and Fruit Primary,1999,83.52
United States of America,Vegetables and Fruit Primary,1999,99.84
Uruguay,Vegetables and Fruit Primary,1999,118.95
Venezuela (Bolivarian Republic of),Vegetables and Fruit Primary,1999,83.91
Antigua and Barbuda,"Vegetables, fresh nes",1999,114.47
Argentina,"Vegetables, fresh nes",1999,73
Bahamas,"Vegetables, fresh nes",1999,80
Barbados,"Vegetables, fresh nes",1999,61.5
Belize,"Vegetables, fresh nes",1999,61.49
Bolivia (Plurinational State of),"Vegetables, fresh nes",1999,526.24
Brazil,"Vegetables, fresh nes",1999,73.07
Canada,"Vegetables, fresh nes",1999,81.75
Chile,"Vegetables, fresh nes",1999,98.19
Colombia,"Vegetables, fresh nes",1999,19.22
Costa Rica,"Vegetables, fresh nes",1999,72.83
Cuba,"Vegetables, fresh nes",1999,53.42
Dominica,"Vegetables, fresh nes",1999,93.68
Dominican Republic,"Vegetables, fresh nes",1999,13.77
Ecuador,"Vegetables, fresh nes",1999,71.33
El Salvador,"Vegetables, fresh nes",1999,73.18
Grenada,"Vegetables, fresh nes",1999,78.78
Guatemala,"Vegetables, fresh nes",1999,79.24
Guyana,"Vegetables, fresh nes",1999,235.56
Haiti,"Vegetables, fresh nes",1999,146.56
Honduras,"Vegetables, fresh nes",1999,86.44
Jamaica,"Vegetables, fresh nes",1999,72.12
Mexico,"Vegetables, fresh nes",1999,36.62
Nicaragua,"Vegetables, fresh nes",1999,52.44
Panama,"Vegetables, fresh nes",1999,110.56
Paraguay,"Vegetables, fresh nes",1999,73.77
Peru,"Vegetables, fresh nes",1999,42.31
Saint Kitts and Nevis,"Vegetables, fresh nes",1999,67.31
Saint Lucia,"Vegetables, fresh nes",1999,78.53
Saint Vincent and the Grenadines,"Vegetables, fresh nes",1999,98.1
Suriname,"Vegetables, fresh nes",1999,86.3
Trinidad and Tobago,"Vegetables, fresh nes",1999,283.56
United States of America,"Vegetables, fresh nes",1999,175.44
Uruguay,"Vegetables, fresh nes",1999,47.53
Venezuela (Bolivarian Republic of),"Vegetables, fresh nes",1999,148.38
Bolivia (Plurinational State of),"Vegetables, leguminous nes",1999,117.89
Chile,"Vegetables, leguminous nes",1999,106.91
Colombia,"Vegetables, leguminous nes",1999,752.39
Ecuador,"Vegetables, leguminous nes",1999,74.01
Guatemala,"Vegetables, leguminous nes",1999,35.52
Mexico,"Vegetables, leguminous nes",1999,71.17
Peru,"Vegetables, leguminous nes",1999,95.73
United States of America,"Vegetables, leguminous nes",1999,NA
Mexico,Vetches,1999,94.79
Argentina,"Walnuts, with shell",1999,55.98
Brazil,"Walnuts, with shell",1999,46.08
Chile,"Walnuts, with shell",1999,12.96
