Year,Mileage,PriceUSD,CityMPG,HighwayMPG,EngineLiters
2012,173767,2500,38,44,1.5
2020,52278,14517,27,34,3.3
2022,45903,15179,34,40,2.6
2017,81654,4747,32,36,3.0
2018,134256,2500,41,46,1.4
2021,51261,15055,33,40,2.9
2011,178242,2500,32,37,2.9
2013,134660,3113,27,34,2.2
2013,190886,2500,31,39,2.7
2013,75870,4506,35,43,1.8
2011,148463,2500,26,29,3.3
2011,129563,2500,34,39,1.4
2018,95315,6382,35,41,2.6
2010,153334,2500,28,32,2.6
2015,120698,3290,29,34,2.8
2018,108651,3764,41,46,1.4
2015,75392,2500,36,45,2.4
2014,123200,2500,31,36,2.8
2020,78239,8025,33,40,2.5
2011,201646,2695,33,36,1.7
2013,127424,2500,36,38,1.7
2014,227799,2500,40,48,1.8
2023,5925,25916,34,40,2.8
2016,127762,2959,39,44,1.9
2016,145043,5215,33,39,2.9
2011,162904,2500,32,38,2.8
2021,48570,9673,41,51,1.7
2020,69582,9341,35,41,1.7
2019,81298,10335,36,43,2.5
2015,225506,2500,36,43,2.0
2016,68798,3638,34,38,2.3
2016,112267,2727,42,46,1.1
2017,169065,2598,36,46,1.9
2017,134675,4119,39,46,1.7
2016,107225,2500,38,47,1.9
2019,90370,6306,38,46,1.5
2005,240000,2500,31,38,2.6
2017,123839,3604,37,44,1.5
2019,119489,7120,32,39,3.1
2013,129211,2681,34,40,1.4
2015,140490,2500,27,32,3.6
2013,77260,2500,37,43,2.0
2011,234875,2500,36,40,1.8
2017,88777,6057,32,36,2.1
2010,168891,2500,36,42,2.3
2022,31165,18817,39,46,2.1
2011,150362,2500,35,42,1.7
2011,172050,2500,37,45,1.7
2018,129528,3698,36,39,2.5
2020,36999,7975,42,49,1.3
2013,124063,3087,31,36,3.1
2013,132099,2500,39,46,1.7
2021,51264,11903,38,41,2.4
2006,240000,2500,37,45,1.7
2016,115647,3312,38,42,1.9
2014,103816,2500,39,45,1.3
2013,89507,4245,35,41,2.0
2018,105092,6774,33,38,2.4
2007,161973,2500,24,31,3.5
2018,91264,6803,39,47,1.6
2019,50047,9622,38,43,2.4
2011,240000,2500,37,45,1.1
2014,172223,2500,39,46,1.7
2017,194301,4541,33,41,2.8
2005,240000,2500,28,35,2.4
2016,81968,3129,36,43,2.3
2018,137106,4729,37,43,2.3
2010,194247,2500,19,28,4.0
2025,1000,43339,27,35,3.8
2019,47822,11480,33,40,2.5
2020,59311,11313,33,41,2.3
2016,55059,2500,35,42,2.3
2015,79049,4020,31,40,2.5
2022,37271,11547,38,46,1.5
2025,4608,34326,32,37,2.7
2020,102393,8590,32,40,3.1
2011,136739,2500,30,37,3.0
2015,167548,2500,44,52,1.6
2019,81332,8550,40,45,2.4
2018,56258,5741,37,42,1.5
2018,78892,6391,37,42,2.1
2014,47206,3919,38,44,2.1
2016,214877,2500,37,46,2.6
2020,48015,9659,39,46,1.7
2021,76605,10460,36,43,1.6
2019,65110,10046,35,40,2.1
2022,58963,11470,37,43,1.8
2014,127220,3088,31,40,2.9
2013,134435,2500,31,39,2.5
2017,110855,7223,30,36,3.0
2021,61028,11078,35,42,2.2
2019,78472,9776,31,36,2.8
2025,4248,37208,33,43,3.0
2015,109992,2500,32,41,1.8
2013,139961,2500,38,43,1.8
2022,47561,18783,28,34,3.1
2024,1000,22920,46,55,1.5
2009,152819,2500,35,43,2.2
2013,198014,2500,34,41,1.9
2016,158421,2500,40,47,1.7
2012,131898,2500,27,35,3.8
2010,184658,2500,35,41,2.0
2011,161113,2500,34,39,1.8
2012,168173,3582,40,47,1.5
2013,143234,2500,31,37,2.5
2017,224819,2500,34,40,2.3
2012,150492,2500,31,41,2.3
2022,29399,16285,38,46,1.7
2015,213804,3302,33,38,2.6
2010,158993,2500,34,41,2.0
2013,110317,2500,32,41,2.4
2012,240000,2500,30,36,2.5
2016,97526,3968,40,46,1.7
2011,136439,2969,36,44,1.6
2017,101225,5450,30,38,2.9
2011,207039,2500,36,43,2.3
2011,137935,2579,36,41,1.8
2014,171218,2500,39,45,1.7
2020,71892,11452,31,39,2.9
2018,60115,5206,35,42,2.3
2011,152981,2500,25,35,3.6
2018,111912,5441,38,45,1.8
2016,73293,4184,36,45,1.8
2013,148069,2500,35,45,1.5
2020,56838,11660,29,37,2.4
2020,78196,7518,40,49,1.9
2018,130095,3538,34,41,2.2
2025,2472,27224,41,46,1.6
2017,110645,5763,34,42,2.5
2025,1000,29041,42,49,1.7
2015,119486,2913,32,37,2.1
2019,64524,8608,41,47,1.7
2016,129952,2500,40,49,1.7
2015,205089,2500,36,39,1.6
2013,112564,3345,23,29,4.1
2021,40863,19037,20,28,4.3
2017,136674,2716,33,41,2.4
2011,180061,2500,30,39,2.3
2022,62444,15719,36,44,2.4
2019,81977,8017,36,42,1.8
2019,114300,3298,40,46,1.7
2021,63073,8584,43,49,1.3
2014,231025,2500,25,32,3.8
2018,125910,6645,34,39,2.1
2013,148593,2500,35,42,1.6
2015,111315,2500,27,34,3.3
2024,5839,25411,42,47,1.7
2022,18182,25390,32,41,4.0
2017,112614,7476,31,40,2.5
2018,88282,4639,33,36,2.4
2025,9159,27555,39,47,2.1
2010,240000,2500,31,34,2.1
2016,150928,3077,36,43,1.6
2015,76146,4296,36,43,2.1
2013,133214,2500,42,48,1.5
2012,139832,2500,34,40,2.3
2012,211090,2500,34,40,2.4
2016,99212,3276,32,38,1.9
2018,41933,5423,39,41,1.7
2015,89121,3613,26,34,2.9
2014,240000,2500,32,34,2.6
2020,94672,10530,37,44,3.0
2012,191301,2500,32,40,2.5
2024,11254,30138,35,41,2.6
2009,210240,2500,16,23,4.7
2017,60819,6004,36,40,1.9
2011,154905,2500,40,47,1.5
2020,66914,11971,30,36,3.3
2013,117570,2500,35,40,2.2
2017,135015,5962,25,30,3.8
2013,217000,2500,34,40,1.8
2018,89746,5208,41,49,1.4
2019,45134,8719,34,38,2.7
2018,52559,6296,37,46,1.8
2024,10137,24367,39,43,1.7
2021,30277,14251,37,43,2.1
2017,87964,4137,40,46,1.6
2011,198833,2500,28,36,3.8
2009,111858,2500,35,42,1.7
2024,17400,27075,39,45,2.2
2021,35334,15546,34,43,2.8
2012,240000,2500,38,45,1.6
2007,240000,2500,39,46,1.7
2014,79503,2500,38,44,1.8
2021,45950,15710,30,37,2.9
2009,208963,2500,34,39,2.4
2011,126607,2929,28,34,2.7
2009,238400,2500,27,35,2.8
2017,64232,4410,37,43,2.3
2005,177007,2500,33,39,1.7
2022,26171,14557,40,44,1.9
2012,224956,2500,21,24,4.1
2015,114668,2500,34,38,1.9
2020,63188,12097,37,45,2.1
2009,229017,2500,35,41,2.3
2016,124019,3044,29,36,3.0
2013,161074,2500,24,31,4.1
2013,169062,2500,34,44,1.9
2021,25908,9257,39,46,1.3
2015,87808,2500,36,43,2.0
2015,45112,7994,33,38,1.7
2018,68833,7806,29,37,3.5
2020,53944,10241,33,41,2.9
2006,196822,2500,29,35,3.3
2015,141748,4160,44,47,1.5
2017,92682,4397,32,37,2.3
2021,55449,12303,31,38,2.4
2008,176997,2500,28,35,2.7
2013,85824,2716,35,41,2.3
2019,65256,10209,31,38,3.6
2024,5360,27408,35,38,2.4
2013,214873,3572,33,42,1.8
2019,60202,13367,29,35,3.4
2014,107885,2500,24,32,3.7
2013,237772,2500,36,43,1.9
2007,240000,2500,38,43,1.6
2010,153953,2500,42,46,1.3
2015,131707,2905,31,40,2.5
2012,140762,2500,40,43,1.5
2013,114916,2500,34,40,2.1
2014,153849,2500,30,37,2.5
2016,116153,3950,32,37,2.4
2014,45521,4083,39,45,1.3
2019,49981,11515,32,37,2.5
2020,55558,11377,32,39,2.6
2016,128672,2500,33,41,2.2
2019,122326,6710,34,42,2.3
2019,51891,13004,25,29,4.7
2016,94113,3609,38,44,1.0
2016,140494,3242,32,38,2.3
2014,108014,2706,36,43,1.3
2017,94788,5102,35,41,2.3
2025,13006,27023,39,46,1.5
2022,51399,13805,39,46,1.8
2008,127318,2500,17,23,4.1
2017,140181,7132,33,38,2.8
2011,97890,2500,34,41,2.0
2015,92182,4800,38,45,2.0
2016,88424,2500,32,41,2.3
2006,144592,2500,32,39,2.5
2020,34655,13727,28,36,3.8
2018,90873,4998,39,43,1.7
2014,173496,2500,35,44,2.2
2015,83327,3884,34,36,2.5
2016,75255,3126,32,38,2.5
2005,240000,2500,30,36,2.2
2012,175086,2951,37,43,1.6
2016,114079,2894,23,29,3.8
2012,240000,2836,24,32,3.5
2015,137153,3606,38,46,2.2
2024,11424,27693,34,38,2.2
2024,8105,22825,41,49,1.7
2014,166507,2926,34,41,1.8
2008,209373,2500,40,46,1.5
2011,240000,2500,37,45,1.5
2011,164416,2500,35,41,2.3
2018,61159,3941,40,46,1.6
2017,84456,8239,27,34,4.2
2020,59960,14474,28,33,3.1
2024,13638,30018,30,34,2.8
2014,142472,5777,25,30,3.0
2020,59179,9886,38,43,2.1
2011,128450,3063,26,32,3.9
2021,30547,11546,38,43,1.7
2020,43936,9889,31,38,2.6
2017,70100,5835,40,47,1.8
2018,47833,4558,32,39,2.5
2016,165179,2500,16,20,4.6
2022,56422,16813,30,37,2.8
2019,65130,10476,36,44,2.1
2015,111777,2780,38,44,2.1
2020,55526,9274,36,42,2.0
2019,52328,8827,34,39,2.4
2021,77582,10271,39,48,1.5
2010,90522,2500,20,27,4.7
2013,129910,2500,41,46,1.5
2011,108212,2500,30,39,2.8
2013,170285,2500,28,32,3.6
2019,62329,7527,38,45,1.7
2020,64525,9875,43,50,1.4
2019,64367,10431,37,43,2.6
2021,79133,10111,37,46,2.3
2018,116982,3256,42,51,1.3
2013,124423,4788,32,38,2.3
2024,16849,23684,38,47,1.9
2025,1000,36529,32,39,3.0
2013,203171,2500,36,42,1.8
2013,123216,2500,38,45,1.7
2022,38893,18108,33,41,2.4
2013,61766,2500,40,46,1.4
2019,52744,5814,38,44,1.5
2014,111194,2500,37,42,1.7
2017,114662,5786,34,39,2.3
2006,150320,2500,32,38,2.0
2012,197423,2500,33,39,3.1
2014,115433,2705,32,39,2.5
2023,9472,21710,39,44,2.3
2013,206309,3332,39,46,1.6
2016,160384,5076,35,43,1.6
2015,106173,3508,33,40,2.6
2018,134647,6577,40,46,2.0
2011,127329,2500,34,38,1.6
2025,1000,29977,40,44,2.2
2017,111696,2500,35,42,1.8
2016,61737,7713,31,35,3.8
2013,125066,6471,34,41,2.8
2017,160613,6343,32,41,3.3
2012,125106,2500,37,44,2.1
2018,107032,7847,29,37,3.2
2022,41307,14817,38,43,1.9
2014,80532,2500,35,41,2.7
2005,182987,2500,28,35,2.9
2011,134761,2500,37,42,1.2
2021,24013,10158,42,50,1.5
2006,240000,2500,36,44,1.4
2017,69046,4145,36,43,1.9
2013,200548,2500,33,38,3.2
2015,163601,2500,33,40,2.4
2011,147504,2500,28,33,2.6
2015,87880,4707,32,38,2.9
2024,17240,33645,31,35,3.2
2021,71123,11634,42,49,1.6
2016,129375,3190,27,35,3.1
2014,141811,5349,29,37,3.0
2018,45859,9575,28,35,3.5
2014,118179,3538,35,41,2.0
2020,71716,11908,39,46,1.3
2016,113030,2925,39,44,1.9
2011,139815,2500,39,47,1.5
2017,130698,4725,38,46,1.9
2020,54603,10607,35,42,2.4
2018,116772,7162,32,38,2.4
2021,44578,13663,36,45,2.3
2009,123303,2500,38,46,1.8
2010,112794,2500,40,46,1.5
2018,60818,7659,35,43,2.2
2016,158907,2500,38,44,1.4
2019,54506,7894,42,49,1.3
2015,154140,2500,38,46,1.7
2012,127664,2500,33,40,1.7
2020,89783,8939,38,44,2.1
2009,174998,2500,30,36,2.6
2013,95730,2500,34,40,2.0
2021,48708,10441,32,39,2.1
2021,61848,13997,34,40,2.6
2022,75750,13084,38,45,1.6
2010,240000,2500,40,47,1.9
2018,105012,6457,35,40,2.0
2020,34413,12647,35,41,2.7
2009,149793,2500,35,39,1.8
2020,75362,7542,36,45,2.0
2013,194316,2545,35,41,1.9
2018,74305,5753,42,48,1.5
2020,67320,9693,40,48,1.9
2006,164359,2583,23,29,3.1
2011,157781,2500,31,40,2.7
2010,144579,2500,31,35,2.5
2024,21449,28341,36,44,2.6
2013,168786,3751,36,42,1.8
2016,68416,4160,38,44,1.7
2014,112480,2500,25,32,3.9
2019,57359,6290,43,50,1.1
2019,120909,5877,43,50,1.9
2025,6099,31088,40,45,1.6
2013,129941,2500,39,46,1.2
2015,102810,3153,27,34,2.8
2021,67816,12968,40,45,2.1
2008,182607,2500,31,38,2.6
2014,90898,3065,40,48,1.3
2020,62446,8773,39,46,1.4
2012,86496,2500,33,42,2.3
2016,88326,6887,23,32,3.8
2016,148306,3574,36,44,1.7
2012,122549,2521,36,45,1.4
2019,36226,12006,29,38,3.0
2025,1000,30674,35,41,2.0
2016,94169,2500,34,41,3.3
2019,49320,9393,36,41,1.7
2010,163637,2500,28,36,3.0
2015,92000,3319,36,40,1.5
2016,167664,2500,31,38,3.1
2012,83027,4692,36,44,2.7
2010,94580,2500,37,42,2.2
2022,44099,15863,37,43,1.8
2025,1000,24313,38,47,1.4
2024,5689,24587,43,47,1.9
2011,240000,2500,30,37,2.6
2016,144744,3822,41,52,1.8
2022,58197,12497,41,47,2.3
2021,49473,13051,39,45,1.8
2007,209643,2500,35,41,1.8
2015,137927,2745,35,42,1.9
2021,69482,9287,40,47,1.5
2010,196218,2500,28,35,2.5
2010,157448,2500,32,37,2.0
2019,55988,6437,32,35,2.4
2017,70831,7325,33,39,2.0
2019,70471,6730,34,39,1.8
2021,59071,13212,40,44,2.1
2016,154868,2500,36,44,1.5
2019,84944,8158,29,36,2.8
2012,147626,2500,35,40,2.1
2017,97673,6653,31,36,2.7
2022,46708,9648,43,51,1.5
2024,27328,17604,42,49,1.5
2014,82211,2500,35,41,2.3
2012,240000,2500,39,49,1.2
2017,72738,3086,35,44,1.7
2019,56919,12680,31,38,3.7
2008,240000,2665,31,38,2.7
2018,67139,7103,32,38,3.2
2013,145891,2500,38,43,1.9
2018,72570,2500,38,45,1.9
2019,77811,5472,38,43,1.7
2013,123683,2500,35,41,1.8
2014,132054,5148,32,39,2.8
2008,234646,2500,22,30,3.8
2013,188700,2500,40,46,1.5
2017,49650,6185,33,42,2.6
2015,151073,2500,37,43,1.4
2021,41273,16306,35,39,1.9
2005,214186,2500,35,42,1.7
2016,99530,7989,22,30,4.1
2014,121684,2500,41,46,1.9
2017,107608,4890,39,44,2.0
2015,84351,2500,34,39,1.7
2017,91489,4564,34,41,2.4
2019,74025,6070,40,47,1.7
2018,118829,4796,37,45,1.8
2023,28206,17461,40,46,2.0
2011,240000,2500,21,27,4.2
2018,164394,3302,40,44,1.6
2014,119530,2500,34,39,2.4
2013,90669,2753,36,42,2.0
2018,71120,3842,32,37,1.9
2018,120039,2642,33,39,2.4
2009,126449,2500,34,41,1.7
2009,155813,2500,32,37,2.2
2016,120021,5532,37,44,2.0
2017,102178,3915,39,45,1.6
2013,123874,2500,24,30,4.2
2012,159440,2500,30,38,2.8
2013,146780,2500,30,37,2.6
2012,112637,2500,34,38,2.2
2018,79481,4852,39,45,1.6
2013,148524,2500,36,43,1.8
2014,122309,2500,35,41,2.4
2019,26936,13041,28,33,3.6
2017,109397,9145,36,44,2.0
2014,71227,6353,26,33,3.6
2014,96236,2500,29,34,2.7
2013,158747,2500,36,44,2.0
2018,129711,4785,37,44,1.7
2021,52170,12200,34,41,3.2
2007,175394,2500,26,30,2.7
2014,141708,3856,27,31,3.0
2018,100458,8870,35,40,2.1
2018,96481,3207,46,52,1.3
2018,40516,7050,31,37,3.1
2006,240000,2500,30,38,2.5
2019,76910,4804,37,43,1.6
2020,61820,12462,33,40,2.8
2014,94623,2500,33,40,2.4
2015,87313,2761,26,31,3.2
2018,101189,4909,35,40,2.5
2017,71637,8279,32,37,2.5
2018,62183,6929,41,46,1.6
2022,59737,22541,29,35,3.9
2007,190708,2500,25,30,2.7
2022,42225,18747,32,40,2.7
2013,240000,2500,34,40,1.7
2011,102241,3116,29,36,3.5
2019,65505,10265,32,37,2.4
2016,140820,5940,29,36,3.1
2021,31570,10983,44,50,1.2
2018,107594,3511,36,41,1.8
2009,240000,2500,25,33,3.0
2013,156217,4012,30,37,2.6
2024,1589,30813,33,40,3.1
2018,84238,6497,37,44,2.6
2009,230907,2500,29,36,2.4
2014,87890,2993,28,34,2.5
2025,1000,25887,41,46,1.9
2019,46178,4917,41,46,1.4
2012,106813,2500,41,46,1.6
2009,187861,2500,28,32,2.6
2020,40190,9548,38,45,2.0
2009,151809,2630,38,47,2.2
2019,29344,10975,28,33,3.0
2017,169160,5847,36,44,2.3
2019,73500,8438,38,43,1.9
2016,126425,2782,34,39,1.7
2020,68672,8757,43,52,1.7
2017,51180,7652,25,30,3.3
2017,137515,7729,37,44,2.7
2010,156197,3369,37,41,1.6
2021,47395,13248,32,39,2.2
2018,93904,4002,40,49,1.7
2015,149004,2672,23,29,3.8
2014,167801,3210,29,37,3.1
2022,42671,23703,23,27,4.4
2016,64964,4054,31,38,3.2
2011,116843,3242,29,35,2.8
2021,16127,20424,25,33,3.7
2012,175769,2500,32,39,2.6
2018,35032,6334,40,43,1.8
2015,149035,2881,40,49,1.6
2015,165189,2500,37,43,1.5
2014,105139,5401,28,34,2.9
2021,59655,10939,40,48,1.9
2015,96877,2500,38,44,1.8
2010,109719,3218,38,45,1.6
2016,104046,3930,34,40,1.8
2024,18365,21061,43,47,1.5
2023,19580,27644,27,36,3.6
2011,195551,2500,26,32,3.2
2020,68996,10198,41,48,1.3
2022,27358,13945,37,42,1.7
2020,39349,10954,42,47,1.5
2017,118837,3041,31,38,1.8
2014,173776,2500,32,37,2.4
2018,121724,4724,44,50,1.6
2016,71641,4839,42,49,1.5
2017,101993,4129,36,43,2.3
2015,105439,7036,20,30,4.1
2021,68299,12344,37,42,2.4
2023,21931,18291,40,46,1.7
2019,105887,5057,41,44,1.8
2022,37682,16002,40,46,2.0
2017,83331,4964,30,36,2.6
2019,144636,6567,35,39,2.3
2014,240000,2500,38,44,1.5
2013,121298,2500,29,35,2.7
2019,71326,9902,31,39,3.1
2015,72344,2717,38,42,2.1
2007,188645,2500,28,35,2.6
2016,57681,3790,38,47,1.9
2019,72038,9362,35,38,2.7
2013,152378,2500,32,39,2.6
2023,27248,16110,44,50,1.4
2010,119546,2500,38,44,1.5
2007,221317,2500,37,41,1.3
2020,41173,7854,40,47,1.6
2015,104474,2500,29,37,2.5
2011,175562,2500,38,44,1.4
2015,60219,8801,33,39,2.2
2011,94587,2500,34,40,1.5
2013,124631,2500,35,41,2.1
2011,213133,2500,32,40,1.9
2017,125351,2739,29,36,2.5
2016,64097,3242,38,45,2.2
2016,141831,5051,40,46,1.7
2022,41427,16718,36,43,2.4
2014,101319,4635,29,35,3.0
2019,52039,7399,44,50,1.6
2019,89976,6204,34,42,2.4
2017,151706,3570,40,43,1.9
2014,120603,2500,38,46,1.5
2014,162113,3082,36,41,2.1
2020,148949,8707,33,40,2.8
2019,121789,5822,44,51,1.8
2020,74735,9056,36,43,2.8
2016,123349,4177,30,38,3.3
2011,140891,2500,38,44,1.7
2020,34177,15355,27,31,3.7
2015,113184,4137,34,39,1.9
2020,67833,8308,37,42,2.2
2021,38517,13300,30,35,2.9
2005,207265,2500,37,44,1.5
2016,107006,4322,39,45,1.8
2019,99415,8232,34,42,2.8
2007,158164,2500,31,38,1.8
2017,159528,3484,39,46,1.7
2009,212328,2500,21,27,3.4
2014,95236,2500,32,40,2.4
2018,105612,8943,31,39,2.6
2017,127822,4223,31,37,2.6
2023,7068,28562,28,35,3.3
2014,100284,3667,32,42,2.6
2013,122594,3053,42,50,1.3
2013,127719,2875,38,44,1.3
2018,106498,6706,33,39,2.4
2012,104528,2500,36,44,1.6
2014,195370,2656,31,39,2.3
2020,73568,9100,37,45,2.0
2018,92856,4378,39,45,1.4
2016,146057,4824,37,42,2.1
2020,54266,8609,39,46,2.2
2009,224125,2500,33,41,2.1
2021,60704,16187,29,36,3.8
2020,33916,12408,39,45,1.7
2015,99890,5143,39,44,1.5
2016,108661,2500,39,46,1.2
2020,89402,9395,41,48,1.8
2012,153036,2968,27,33,3.7
2020,69097,9265,41,50,1.2
2013,105676,2500,40,49,1.6
2018,62560,10199,26,35,3.7
2016,103087,5459,31,36,2.6
2011,225358,2500,26,34,3.1
2016,77468,4815,37,44,2.0
2016,70557,3770,31,36,2.4
2015,150692,2500,39,48,1.1
2017,88999,5536,35,40,2.0
2016,124279,2841,37,45,2.1
2009,136016,2758,15,24,4.6
2018,102864,5427,38,45,2.0
2015,90725,4132,35,40,2.6
2016,51570,3685,38,45,1.6
2012,65552,2500,32,41,1.9
2016,90665,4720,22,25,4.4
2015,87072,5635,30,33,2.6
2018,72009,6547,35,40,2.3
2019,75396,8118,39,46,2.4
2013,80342,2601,37,43,1.8
2010,168288,2500,31,36,2.4
2011,192462,2500,38,45,1.5
2018,78956,11136,31,37,2.5
2019,113989,7118,38,43,1.8
2014,50730,2500,36,43,1.9
2017,69203,9569,38,44,1.9
2019,68011,4626,41,50,1.2
2012,240000,2500,28,33,3.0
2010,188141,2500,32,38,2.5
2022,31275,15318,38,44,2.1
2011,173062,2585,36,41,1.9
2023,31339,18720,42,49,1.7
2016,141385,2937,35,43,1.9
2013,87794,2848,37,45,2.0
2018,74578,5445,41,49,1.7
2020,74235,11385,32,38,2.8
2014,206487,2546,41,45,1.4
2015,32090,3926,38,45,1.4
2012,132938,2500,32,39,2.6
2012,157986,3286,32,40,2.9
2014,115085,3266,33,40,1.9
2016,72691,8215,27,37,3.0
2018,94116,7219,35,40,2.2
2024,15110,21353,44,52,1.5
2019,51863,10175,31,38,2.7
2023,26490,18163,37,42,2.2
2019,56265,9175,31,40,3.0
2019,66944,6952,33,40,2.1
2015,151085,2500,36,44,1.7
2012,171483,2500,32,38,2.7
2021,35471,17045,24,30,3.9
2018,72996,4284,41,47,1.5
2019,113973,6948,39,48,1.8
2014,146684,2500,33,41,1.7
2006,227490,2500,31,37,1.5
2010,143236,2500,34,41,1.6
2024,15076,21112,41,48,1.5
2015,75197,4315,34,41,2.7
2019,61976,11311,28,35,3.2
2015,118417,2500,31,37,2.6
2021,43406,14451,39,46,1.9
2005,238830,2500,27,32,3.4
2020,54865,15263,34,40,3.6
2013,240000,2500,39,44,1.6
2006,240000,2500,36,45,1.6
2011,122922,2928,30,37,2.9
2010,219583,2500,36,42,1.4
2018,59423,5069,32,37,2.2
2025,1702,42603,32,39,4.0
2014,83152,2897,26,33,3.5
2018,146434,4629,34,42,1.8
2020,49347,8329,42,50,1.8
2011,240000,2500,35,43,1.5
2015,101180,2500,35,44,2.5
2014,105752,2500,34,45,2.2
2015,48020,3135,39,43,1.8
2012,169711,2500,33,37,2.1
2011,129954,2873,31,38,2.6
2015,97277,4647,37,44,1.8
2019,89194,8414,32,40,2.8
2014,87222,2589,37,44,1.4
2015,86810,3632,36,42,1.8
2024,15993,25085,41,46,2.2
2019,67649,7100,33,35,2.6
2005,196456,2500,37,42,1.5
2014,102008,2500,33,42,2.4
2015,99534,4609,30,39,2.2
2017,86984,4510,29,35,3.4
2014,83229,2500,39,45,2.0
2012,210334,3689,35,41,1.9
2018,90525,3846,36,44,2.3
2017,101352,3901,33,41,1.7
2019,55576,10209,38,46,1.8
2015,138057,3470,33,39,2.5
2016,168979,3252,35,40,2.3
2014,108772,3686,35,40,2.0
2021,56663,13718,40,46,2.2
2021,36064,11482,41,48,1.3
2019,59356,7358,32,39,2.5
2021,60572,13360,31,40,2.9
2012,160943,2500,37,46,1.5
2010,240000,2500,30,36,2.6
2022,57174,19894,28,34,3.5
2020,57102,9268,44,50,1.5
2016,74068,4146,35,42,2.3
2022,38169,15268,42,47,1.5
2015,240000,2500,35,42,2.8
2023,33538,21492,35,40,2.5
2020,60632,9540,37,44,2.7
2018,69945,5535,33,42,2.6
2014,122950,2500,36,40,2.1
2025,1000,30956,40,47,1.9
2012,200897,2500,34,40,2.2
2020,52227,11879,36,43,1.8
2016,190644,4665,29,37,2.7
2018,66041,8421,29,37,3.2
2020,63748,12500,35,41,2.9
2017,77294,6506,38,44,1.5
2016,94491,2995,35,40,1.8
2025,1000,30034,37,43,1.9
2011,109522,2500,31,39,2.3
2015,140610,2500,38,44,1.8
2022,24072,15619,35,44,2.5
2012,109082,2500,35,41,1.7
2008,240000,2500,29,35,2.9
2020,43158,12738,34,41,2.5
2020,50119,10972,34,41,3.0
2013,143705,2500,34,39,1.6
2021,63051,14635,34,39,2.9
2020,79595,10886,40,47,1.8
2011,240000,2500,35,44,2.1
2025,11835,25039,41,48,1.5
2019,80851,11550,30,36,3.3
2011,99855,2500,26,37,3.5
2020,86653,9804,33,40,3.1
2020,71903,10858,35,39,2.5
2012,145993,3504,30,37,2.5
2016,169682,2500,37,45,1.7
2016,109926,4447,37,44,2.3
2022,45502,18617,32,38,2.6
2013,152854,4045,20,26,4.4
2015,123867,2500,40,46,1.5
2014,154323,2500,38,46,1.9
2011,168732,2500,40,46,1.1
2022,37620,16573,35,41,2.3
2017,104606,5233,34,38,2.2
2022,41499,11438,40,46,1.7
2011,240000,2500,37,43,1.5
2016,109461,5807,27,32,3.1
2005,240000,2500,31,40,2.1
2015,83743,6046,36,42,1.7
2025,1000,29412,40,47,1.8
2010,145298,2500,37,44,2.1
2016,131348,9733,24,30,3.7
2019,63736,10784,30,36,3.0
2014,111496,3878,32,38,2.5
2015,142690,2508,27,34,3.2
2019,26499,10068,37,41,2.1
2015,105127,4902,28,34,2.6
2017,90214,8216,31,39,2.8
2017,150777,5339,35,41,2.5
2015,178996,3176,34,43,1.9
2016,175473,2500,37,46,1.8
2014,135344,4048,38,45,1.8
2016,136981,5068,36,44,1.8
2023,24781,18285,38,46,2.4
2011,240000,2500,28,35,3.0
2016,78437,5593,27,34,2.6
2011,208527,2500,40,48,1.4
2019,32423,10212,39,46,1.9
2015,119610,4771,27,35,3.4
2017,62116,7730,36,41,2.0
2021,72346,11680,35,39,3.2
2013,104108,3813,31,36,3.0
2012,80104,3004,30,36,2.5
2019,76085,6732,39,45,1.8
2018,73657,7940,41,46,1.5
2017,119063,4687,36,45,2.6
2023,26699,18260,43,49,2.0
2011,240000,2500,34,40,1.9
2021,30339,15760,29,36,3.2
2015,86393,4416,33,41,2.2
2020,81651,10397,36,40,2.8
2025,1000,44670,27,33,3.8
2015,72590,5882,18,26,4.7
2017,138132,5608,38,43,2.2
2017,64971,4781,38,46,2.0
2019,124861,3687,40,46,1.5
2020,58666,9890,44,50,1.6
2009,150840,3162,24,31,4.0
2009,113241,2500,35,40,1.5
2017,100043,5423,41,47,1.7
2019,70942,10509,26,33,4.1
2012,207157,2500,30,36,2.7
2020,55182,10993,41,49,1.8
2020,39320,9295,38,43,1.8
2019,91689,4257,40,45,1.7
2016,117599,3921,38,44,1.2
2024,11064,21997,47,52,1.5
2013,240000,2500,26,32,3.6
2022,44573,15527,38,44,2.2
2014,116613,3762,25,32,3.4
2012,155371,2500,32,37,2.8
2018,75191,3988,42,46,1.3
2015,152697,5130,33,39,2.7
2021,55546,11080,33,42,2.3
2020,80550,7366,39,46,1.6
2017,88454,4990,36,42,2.3
2014,184969,2679,40,44,1.2
2023,28003,16192,46,51,1.3
2012,240000,2500,41,46,1.3
2015,114239,3952,28,34,3.5
2010,234576,2500,22,31,3.7
2018,35495,8252,41,49,1.2
2020,143773,7343,34,42,2.8
2017,134488,3725,37,45,1.8
2014,164222,3056,32,37,2.3
2006,240000,2500,29,36,2.8
2022,21952,17671,37,45,1.6
2021,29885,12554,35,42,2.6
2014,95762,5774,29,37,3.3
2009,240000,2500,35,42,2.5
2012,216742,2500,37,43,1.5
2014,102984,2500,38,45,1.6
2018,69270,7873,29,33,3.5
2007,145108,2723,26,30,3.6
