Hours Since Oct 2 2012,traffic_volume,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,holiday
22804,5847,284.79,0,0,90,Haze,haze,None
22805,5847,284.79,0,0,90,Rain,light rain,None
22806,6552,283.9,0,0,90,Clouds,overcast clouds,None
22807,6253,283.86,0,0,90,Clouds,overcast clouds,None
22808,4681,283.06,0,0,90,Clouds,overcast clouds,None
22809,3233,282.43,0,0,90,Clouds,overcast clouds,None
22810,2820,281.93,0,0,90,Clouds,overcast clouds,None
22811,2489,281.03,0,0,90,Clouds,overcast clouds,None
22812,1491,280.75,0,0,90,Clouds,overcast clouds,None
22813,971,280,0,0,90,Drizzle,light intensity drizzle,None
22814,971,280,0,0,90,Mist,mist,None
22815,545,279.1,0,0,90,Drizzle,light intensity drizzle,None
22816,360,279.02,0,0,90,Clouds,overcast clouds,None
22817,252,278.47,0,0,90,Clouds,overcast clouds,None
22818,332,278.44,0,0,90,Clouds,overcast clouds,None
22819,839,277.97,0,0,90,Mist,mist,None
22820,6015,277.99,0,0,90,Drizzle,light intensity drizzle,None
22821,6015,277.99,0,0,90,Mist,mist,None
22822,7149,278.09,0,0,90,Mist,mist,None
22823,6326,278.45,0,0,90,Clouds,overcast clouds,None
22824,5321,278.75,0,0,90,Drizzle,light intensity drizzle,None
22825,5321,278.75,0,0,90,Mist,mist,None
22826,5985,280.65,0,0,90,Clouds,overcast clouds,None
22827,6505,281.42,0,0,90,Clouds,overcast clouds,None
22828,3429,281.83,0,0,90,Clouds,overcast clouds,None
22829,2521,281.29,0,0,40,Clouds,scattered clouds,None
22830,1053,280.78,0,0,75,Clouds,broken clouds,None
22831,354,279.52,0,0,40,Clouds,scattered clouds,None
22832,327,278.67,0,0,1,Clear,sky is clear,None
22833,866,277.95,0,0,1,Clear,sky is clear,None
22834,2918,277.91,0,0,75,Clouds,broken clouds,None
22835,5964,277.59,0,0,1,Clear,sky is clear,None
22836,7076,277.63,0,0,75,Clouds,broken clouds,None
22837,6518,278.6,0,0,1,Clear,sky is clear,None
22838,5296,280.1,0,0,1,Clear,sky is clear,None
22839,4941,282.62,0,0,1,Clear,sky is clear,None
22840,5122,283.37,0,0,1,Clear,sky is clear,None
22841,6115,284.61,0,0,90,Rain,light rain,None
22842,6237,282.81,2.96,0,90,Rain,moderate rain,None
22843,1012,278.47,0.54,0,90,Rain,light rain,None
22844,1012,278.47,0.54,0,90,Drizzle,drizzle,None
22845,600,278.17,0.25,0,90,Rain,moderate rain,None
22846,365,277.57,0,0,90,Rain,light rain,None
22847,365,277.57,0,0,90,Mist,mist,None
22848,365,277.57,0,0,90,Thunderstorm,proximity thunderstorm,None
22849,275,277.9,0,0,90,Drizzle,light intensity drizzle,None
22850,275,277.9,0,0,90,Rain,light rain,None
22851,336,278.08,0.25,0,90,Rain,light rain,None
22852,877,277.87,0.76,0,90,Rain,moderate rain,None
22853,2772,277.11,0.51,0,90,Rain,light rain,None
22854,5517,276.35,0.25,0,90,Rain,moderate rain,None
22855,6154,276.23,0.42,0,90,Rain,moderate rain,None
22856,6154,276.23,0.42,0,90,Drizzle,drizzle,None
22857,5691,276.39,0,0,90,Rain,moderate rain,None
22858,5691,276.39,0,0,90,Haze,haze,None
22859,5691,276.39,0,0,90,Drizzle,light intensity drizzle,None
22860,5536,276.02,1.02,0,90,Rain,moderate rain,None
22861,5536,276.02,1.02,0,90,Drizzle,light intensity drizzle,None
22862,4655,275.78,1.86,0,90,Rain,moderate rain,None
22863,4655,275.78,1.86,0,90,Snow,light snow,None
22864,4894,276.44,0.96,0,90,Rain,moderate rain,None
22865,4894,276.44,0.96,0,90,Drizzle,light intensity drizzle,None
22866,5094,277.14,0.25,0,90,Rain,light rain,None
22867,5094,277.14,0.25,0,90,Mist,mist,None
22868,5237,278.38,0,0,90,Rain,light rain,None
22869,5237,278.38,0,0,90,Drizzle,light intensity drizzle,None
22870,5572,278.81,0,0,90,Rain,light rain,None
22871,5967,279.27,0,0,90,Rain,moderate rain,None
22872,6554,278.73,0.51,0,90,Rain,light rain,None
22873,6554,278.73,0.51,0,90,Drizzle,drizzle,None
22874,6048,278.39,1.02,0,90,Rain,moderate rain,None
22875,6048,278.39,1.02,0,90,Drizzle,drizzle,None
22876,4884,278.22,1.52,0,90,Rain,moderate rain,None
22877,4884,278.22,1.52,0,90,Mist,mist,None
22878,4884,278.22,1.52,0,90,Drizzle,light intensity drizzle,None
22879,3464,278.32,0.25,0,90,Rain,moderate rain,None
22880,3464,278.32,0.25,0,90,Mist,mist,None
22881,2934,277.94,1.4,0,92,Rain,moderate rain,None
22882,2934,277.94,1.4,0,92,Mist,mist,None
22883,2934,277.94,1.4,0,92,Drizzle,drizzle,None
22884,2819,277.9,1.52,0,90,Rain,moderate rain,None
22885,2819,277.9,1.52,0,90,Mist,mist,None
22886,2819,277.9,1.52,0,90,Drizzle,light intensity drizzle,None
22887,1993,277.76,1.09,0,90,Rain,moderate rain,None
22888,1993,277.76,1.09,0,90,Mist,mist,None
22889,1993,277.76,1.09,0,90,Drizzle,light intensity drizzle,None
22890,1309,277.71,0.51,0,90,Rain,moderate rain,None
22891,1309,277.71,0.51,0,90,Drizzle,drizzle,None
22892,597,277.36,0.51,0,90,Rain,light rain,None
22893,597,277.36,0.51,0,90,Drizzle,drizzle,None
22894,458,276.59,0,0,75,Mist,mist,None
22895,357,275.96,0,0,1,Mist,mist,None
22896,398,275.63,0,0,20,Fog,fog,None
22897,398,275.63,0,0,20,Mist,mist,None
22898,810,274.88,0,0,75,Fog,fog,None
22899,810,274.88,0,0,75,Mist,mist,None
22900,2665,274.86,0,0,75,Mist,mist,None
22901,2665,274.86,0,0,75,Fog,fog,None
22902,5813,274.88,0,0,90,Mist,mist,None
22903,5813,274.88,0,0,90,Fog,fog,None
22904,6904,275.38,0,0,75,Mist,mist,None
22905,6904,275.38,0,0,75,Fog,fog,None
22906,5464,276.95,0,0,75,Mist,mist,None
22907,5221,278.76,0,0,75,Clouds,broken clouds,None
22908,4952,280.73,0,0,20,Clouds,few clouds,None
22909,5296,282.08,0,0,20,Clouds,few clouds,None
22910,5736,283.8,0,0,20,Clouds,few clouds,None
22911,5553,284.94,0,0,1,Clear,sky is clear,None
22912,5842,286.27,0,0,20,Clouds,few clouds,None
22913,6258,287.05,0,0,20,Clouds,few clouds,None
22914,6631,287.62,0,0,20,Clouds,few clouds,None
22915,5959,288.21,0,0,20,Clouds,few clouds,None
22916,4888,288.32,0,0,20,Clouds,few clouds,None
22917,2433,287.77,0,0,40,Clouds,scattered clouds,None
22918,950,285.73,0,0,1,Clear,sky is clear,None
22919,872,283.63,0,0,1,Clear,sky is clear,None
22920,808,282.32,0,0,1,Clear,sky is clear,None
22921,526,281.95,0,0,1,Clear,sky is clear,None
22922,1506,281.53,0,0,75,Clouds,broken clouds,None
22923,862,281.1,0,0,75,Clouds,broken clouds,None
22924,687,280.43,0,0,90,Clouds,overcast clouds,None
22925,405,279.31,0,0,40,Clouds,scattered clouds,None
22926,413,278.46,0,0,40,Clouds,scattered clouds,None
22927,745,277.62,0,0,20,Clouds,few clouds,None
22928,1442,277.53,0,0,40,Clouds,scattered clouds,None
22929,2202,277.81,0,0,75,Clouds,broken clouds,None
22930,3400,278.82,0,0,75,Clouds,broken clouds,None
22931,4239,280.72,0,0,90,Clouds,overcast clouds,None
22932,4476,282.99,0,0,90,Clouds,overcast clouds,None
22933,4924,284.82,0,0,90,Clouds,overcast clouds,None
22934,5266,285.54,0,0,90,Clouds,overcast clouds,None
22935,4982,286.46,0,0,90,Clouds,overcast clouds,None
22936,4880,287.16,0,0,90,Clouds,overcast clouds,None
22937,4782,287.34,0,0,90,Clouds,overcast clouds,None
22938,4740,287.26,0,0,90,Clouds,overcast clouds,None
22939,4648,287.05,0,0,90,Clouds,overcast clouds,None
22940,4334,286.27,0,0,90,Clouds,overcast clouds,None
22941,3710,285.28,0,0,90,Clouds,overcast clouds,None
22942,3347,284.28,0,0,90,Drizzle,drizzle,None
22943,3494,283.24,0,0,90,Drizzle,drizzle,None
22944,3170,282.12,0,0,90,Rain,light rain,None
22945,2348,281.38,0,0,90,Rain,moderate rain,None
22946,1628,280.75,0,0,90,Rain,light rain,None
22947,946,280.02,0,0,90,Clouds,overcast clouds,None
22948,735,279.48,0,0,90,Clouds,overcast clouds,None
22949,395,279.02,0,0,90,Clouds,overcast clouds,None
22950,390,278.56,0,0,90,Drizzle,drizzle,None
22951,629,278.18,0,0,90,Clouds,overcast clouds,None
22952,1180,277.7,0,0,90,Clouds,overcast clouds,None
22953,1734,277.72,0,0,90,Clouds,overcast clouds,None
22954,2453,278.53,0,0,75,Clouds,broken clouds,None
22955,2996,280.82,0,0,75,Clouds,broken clouds,None
22956,3601,282.67,0,0,75,Clouds,broken clouds,None
22957,4049,284.8,0,0,75,Clouds,broken clouds,None
22958,4526,286.25,0,0,75,Clouds,broken clouds,None
22959,4756,287.03,0,0,75,Clouds,broken clouds,None
22960,4514,288.44,0,0,75,Clouds,broken clouds,None
22961,4377,289.21,0,0,75,Clouds,broken clouds,None
22962,4557,289.44,0,0,75,Clouds,broken clouds,None
22963,5102,289.39,0,0,75,Clouds,broken clouds,None
22964,4051,289.61,0,0,75,Clouds,broken clouds,None
22965,3351,289.18,0,0,75,Clouds,broken clouds,None
22966,2784,287.54,0,0,40,Clouds,scattered clouds,None
22967,2364,285.25,0,0,20,Clouds,few clouds,None
22968,1696,284.35,0,0,20,Clouds,few clouds,None
22969,1025,283.23,0,0,1,Clear,sky is clear,None
22970,171,281.85,0,0,1,Clear,sky is clear,None
22971,149,279.98,0,0,1,Clear,sky is clear,None
22972,123,278.31,0,0,1,Clear,sky is clear,None
22973,163,277.04,0,0,1,Clear,sky is clear,None
22974,702,276.24,0,0,1,Clear,sky is clear,None
22975,2766,275.88,0,0,1,Clear,sky is clear,None
22976,5639,275.36,0,0,1,Clear,sky is clear,None
22977,6457,276.62,0,0,1,Clear,sky is clear,None
22978,5804,280.76,0,0,5,Clear,sky is clear,None
22979,5032,284.2,0,0,1,Clear,sky is clear,None
22980,4345,286.84,0,0,1,Clear,sky is clear,None
22981,4459,289.02,0,0,1,Clear,sky is clear,None
22982,4665,289.84,0,0,1,Clear,sky is clear,None
22983,4715,290.34,0,0,20,Clouds,few clouds,None
22984,5044,291.12,0,0,20,Clouds,few clouds,None
22985,5476,291.64,0,0,40,Clouds,scattered clouds,None
22986,6020,291.56,0,0,20,Clouds,few clouds,None
22987,5671,291.67,0,0,20,Clouds,few clouds,None
22988,4148,291.84,0,0,20,Haze,haze,None
22989,3028,291.17,0,0,20,Clouds,few clouds,None
22990,2858,289.43,0,0,20,Clouds,few clouds,None
22991,2748,286.27,0,0,20,Clouds,few clouds,None
22992,1821,284.07,0,0,1,Clear,sky is clear,None
22993,911,282.82,0,0,1,Clear,sky is clear,None
22994,568,281.91,0,0,1,Clear,sky is clear,None
22995,364,281.4,0,0,1,Clear,sky is clear,None
22996,281,282.13,0,0,1,Clear,sky is clear,None
22997,326,281.82,0,0,1,Clear,sky is clear,None
22998,861,281.74,0,0,1,Clear,sky is clear,None
22999,2878,281.15,0,0,1,Clear,sky is clear,None
23000,6083,280.58,0,0,40,Clouds,scattered clouds,None
23001,6952,281.26,0,0,75,Clouds,broken clouds,None
23002,6325,284.25,0,0,75,Clouds,broken clouds,None
23003,5476,286.98,0,0,75,Clouds,broken clouds,None
23004,4694,289.51,0,0,1,Clear,sky is clear,None
23005,4725,291.27,0,0,75,Clouds,broken clouds,None
23006,4874,292.73,0,0,75,Clouds,broken clouds,None
23007,4965,293.37,0,0,75,Clouds,broken clouds,None
23008,5389,294.03,0,0,75,Clouds,broken clouds,None
23009,5857,294.09,0,0,75,Clouds,broken clouds,None
23010,6339,294.17,0,0,75,Clouds,broken clouds,None
23011,6023,294.28,0,0,75,Clouds,broken clouds,None
23012,4254,294.51,0,0,40,Clouds,scattered clouds,None
23013,3212,293.44,0,0,20,Rain,light rain,None
23014,2801,291.64,0,0,20,Clouds,few clouds,None
23015,2363,289.96,0,0,1,Clear,sky is clear,None
23016,1708,288.42,0,0,1,Clear,sky is clear,None
23017,1092,286.75,0,0,1,Clear,sky is clear,None
23018,826,285.93,0,0,1,Clear,sky is clear,None
23019,774,285.34,0,0,1,Clear,sky is clear,None
23020,867,284.3,0,0,1,Clear,sky is clear,None
23021,799,283.07,0,0,1,Clear,sky is clear,None
23022,1021,281.31,0,0,1,Clear,sky is clear,None
23023,3119,279.64,0,0,1,Clear,sky is clear,None
23024,6151,278.72,0,0,1,Clear,sky is clear,None
23025,6131,280.32,0,0,1,Clear,sky is clear,None
23026,6446,282.8,0,0,1,Clear,sky is clear,None
23027,5423,285.03,0,0,1,Clear,sky is clear,None
23028,4693,286.3,0,0,20,Clouds,few clouds,None
23029,4841,287.57,0,0,40,Clouds,scattered clouds,None
23030,4968,289,0,0,40,Clouds,scattered clouds,None
23031,4974,289.97,0,0,20,Clouds,few clouds,None
23032,5211,290.75,0,0,1,Clear,sky is clear,None
23033,5769,291.49,0,0,1,Clear,sky is clear,None
23034,6472,291.73,0,0,1,Clear,sky is clear,None
23035,6180,291.82,0,0,1,Clear,sky is clear,None
23036,4681,291.58,0,0,1,Clear,sky is clear,None
23037,3599,290.76,0,0,1,Clear,sky is clear,None
23038,3139,289.34,0,0,20,Clouds,few clouds,None
23039,2655,286.07,0,0,40,Clouds,scattered clouds,None
23040,1791,283.23,0,0,40,Haze,haze,None
23041,1084,280.98,0,0,1,Clear,sky is clear,None
23042,1219,279.99,0,0,1,Clear,sky is clear,None
23043,673,279.33,0,0,1,Clear,sky is clear,None
23044,323,278.25,0,0,1,Clear,sky is clear,None
23045,360,278.26,0,0,1,Clear,sky is clear,None
23046,947,277.56,0,0,1,Clear,sky is clear,None
23047,2917,278.82,0,0,75,Clouds,broken clouds,None
23048,6146,279.9,0,0,75,Rain,light rain,None
23049,7130,280.72,0,0,75,Rain,light rain,None
23050,6299,283.15,0,0,75,Clouds,broken clouds,None
23051,5244,285.93,0,0,20,Clouds,few clouds,None
23052,4425,287.66,0,0,40,Clouds,scattered clouds,None
23053,4980,290.03,0,0,20,Clouds,few clouds,None
23054,5136,291.77,0,0,40,Clouds,scattered clouds,None
23055,5226,293.16,0,0,75,Rain,light rain,None
23056,5567,294.92,0,0,40,Clouds,scattered clouds,None
23057,5947,296.39,0,0,20,Clouds,few clouds,None
23058,6539,297.36,0,0,20,Clouds,few clouds,None
23059,6274,298.24,0,0,20,Clouds,few clouds,None
23060,4970,298.43,0,0,5,Clear,sky is clear,None
23061,3733,298.16,0,0,1,Clear,sky is clear,None
23062,3153,295.83,0,0,20,Haze,haze,None
23063,2983,292.48,0,0,20,Clouds,few clouds,None
23064,2659,291.25,0,0,20,Clouds,few clouds,None
23065,2183,291.41,0,0,1,Clear,sky is clear,None
23066,803,290.83,0,0,1,Clear,sky is clear,None
23067,553,290.52,0,0,1,Clear,sky is clear,None
23068,382,290.27,0,0,1,Clear,sky is clear,None
23069,390,290,0,0,1,Clear,sky is clear,None
23070,813,289.86,0,0,1,Clear,sky is clear,None
23071,2663,288.37,0,0,20,Clouds,few clouds,None
23072,5706,287.58,0,0,20,Clouds,few clouds,None
23073,6568,288.86,0,0,1,Clear,sky is clear,None
23074,5690,291.31,0,0,1,Clear,sky is clear,None
23075,5306,294.45,0,0,20,Clouds,few clouds,None
23076,4927,297.02,0,0,1,Clear,sky is clear,None
23077,5314,299.82,0,0,1,Clear,sky is clear,None
23078,5431,301.52,0,0,20,Clouds,few clouds,None
23079,5241,302.98,0,0,20,Clouds,few clouds,None
23080,5510,304.44,0,0,20,Clouds,few clouds,None
23081,5833,305.1,0,0,40,Clouds,scattered clouds,None
23082,5966,305.46,0,0,40,Clouds,scattered clouds,None
23083,4878,304.83,0,0,40,Clouds,scattered clouds,None
23084,4609,304.53,0,0,40,Clouds,scattered clouds,None
23085,3685,302.84,0,0,75,Clouds,broken clouds,None
23086,3345,300.52,0,0,75,Haze,haze,None
23087,3293,298.9,0,0,75,Clouds,broken clouds,None
23088,2961,296.97,0,0,75,Clouds,broken clouds,None
23089,2077,295.33,0,0,75,Clouds,broken clouds,None
23090,1519,293.16,0,0,75,Haze,haze,None
23091,890,290.67,0,0,90,Smoke,smoke,None
23092,890,290.67,0,0,90,Haze,haze,None
23093,630,288.85,0,0,40,Smoke,smoke,None
23094,630,288.85,0,0,40,Haze,haze,None
23095,420,287.7,0,0,75,Smoke,smoke,None
23096,420,287.7,0,0,75,Haze,haze,None
23097,367,286.4,0,0,90,Smoke,smoke,None
23098,367,286.4,0,0,90,Haze,haze,None
23099,723,285.29,0,0,90,Smoke,smoke,None
23100,723,285.29,0,0,90,Haze,haze,None
23101,1347,283.29,0,0,40,Smoke,smoke,None
23102,1347,283.29,0,0,40,Haze,haze,None
23103,2182,283.83,0,0,40,Smoke,smoke,None
23104,2182,283.83,0,0,40,Haze,haze,None
23105,3139,285.6,0,0,1,Smoke,smoke,None
23106,3139,285.6,0,0,1,Haze,haze,None
23107,4085,287.35,0,0,75,Smoke,smoke,None
23108,4085,287.35,0,0,75,Haze,haze,None
23109,4252,289.16,0,0,90,Clouds,overcast clouds,None
23110,4466,290.59,0,0,90,Clouds,overcast clouds,None
23111,4895,291.7,0,0,90,Clouds,overcast clouds,None
23112,4952,292.63,0,0,75,Clouds,broken clouds,None
23113,4956,292.97,0,0,75,Clouds,broken clouds,None
23114,4780,293.03,0,0,75,Haze,haze,None
23115,4618,293.27,0,0,40,Clouds,scattered clouds,None
23116,4362,293.3,0,0,40,Clouds,scattered clouds,None
23117,4401,292.93,0,0,40,Clouds,scattered clouds,None
23118,3795,291.78,0,0,40,Clouds,scattered clouds,None
23119,3436,289.97,0,0,75,Clouds,broken clouds,None
23120,3242,287.58,0,0,40,Clouds,scattered clouds,None
23121,3240,284.66,0,0,40,Clouds,scattered clouds,None
23122,2215,281.84,0,0,1,Clear,sky is clear,None
23123,1620,281.44,0,0,20,Clouds,few clouds,None
23124,890,280.58,0,0,1,Clear,sky is clear,None
23125,630,279.98,0,0,1,Clear,sky is clear,None
23126,420,279.63,0,0,1,Clear,sky is clear,None
23127,367,279.25,0,0,1,Clear,sky is clear,None
23128,599,279.14,0,0,40,Clouds,scattered clouds,None
23129,1037,278.94,0,0,40,Clouds,scattered clouds,None
23130,1623,280.23,0,0,40,Clouds,scattered clouds,None
23131,2097,284.5,0,0,75,Clouds,broken clouds,None
23132,3104,288.13,0,0,75,Clouds,broken clouds,None
23133,3857,290.51,0,0,75,Clouds,broken clouds,None
23134,4045,292.45,0,0,40,Clouds,scattered clouds,None
23135,4294,293.99,0,0,40,Clouds,scattered clouds,None
23136,4752,294.58,0,0,40,Clouds,scattered clouds,None
23137,4772,295.16,0,0,40,Clouds,scattered clouds,None
23138,4846,295.81,0,0,40,Clouds,scattered clouds,None
23139,4891,295.89,0,0,1,Clear,sky is clear,None
23140,4420,295.46,0,0,1,Clear,sky is clear,None
23141,4276,295.17,0,0,20,Haze,haze,None
23142,4046,294.32,0,0,40,Clouds,scattered clouds,None
23143,3536,292.45,0,0,40,Clouds,scattered clouds,None
23144,2701,289.58,0,0,20,Clouds,few clouds,None
23145,1871,288.13,0,0,1,Clear,sky is clear,None
23146,1144,286.74,0,0,1,Clear,sky is clear,None
23147,596,286.19,0,0,1,Clear,sky is clear,None
23148,351,286.07,0,0,1,Clear,sky is clear,None
23149,264,285.3,0,0,1,Clear,sky is clear,None
23150,304,285.24,0,0,1,Clear,sky is clear,None
23151,854,284.88,0,0,1,Clear,sky is clear,None
23152,2781,284.39,0,0,1,Clear,sky is clear,None
23153,5902,284.4,0,0,20,Clouds,few clouds,None
23154,6876,284.79,0,0,90,Clouds,overcast clouds,None
23155,5932,286.49,0,0,75,Clouds,broken clouds,None
23156,4917,288.86,0,0,75,Clouds,broken clouds,None
23157,4439,290.58,0,0,75,Clouds,broken clouds,None
23158,4643,291.69,0,0,75,Clouds,broken clouds,None
23159,5019,292.3,0,0,90,Rain,moderate rain,None
23160,4830,289.69,2.03,0,90,Rain,heavy intensity rain,None
23161,4915,288.32,2.54,0,90,Rain,moderate rain,None
23162,5333,287.25,0.51,0,90,Rain,light rain,None
23163,6334,286.79,1.52,0,90,Rain,heavy intensity rain,None
23164,5922,286.86,1.02,0,90,Rain,moderate rain,None
23165,5922,286.86,1.02,0,90,Thunderstorm,thunderstorm,None
23166,4353,287.18,0,0,90,Rain,light rain,None
23167,3083,287.35,0,0,90,Thunderstorm,proximity thunderstorm,None
23168,3083,287.35,0,0,90,Rain,moderate rain,None
23169,2650,287.39,0.25,0,90,Rain,light rain,None
23170,2650,287.39,0.25,0,90,Thunderstorm,proximity thunderstorm,None
23171,2650,287.39,0.25,0,90,Drizzle,light intensity drizzle,None
23172,2543,286.66,0.25,0,90,Rain,light rain,None
23173,2543,286.66,0.25,0,90,Drizzle,drizzle,None
23174,1478,285.6,0.81,0,90,Rain,moderate rain,None
23175,1478,285.6,0.81,0,90,Mist,mist,None
23176,891,285.04,2.2,0,90,Rain,moderate rain,None
23177,891,285.04,2.2,0,90,Mist,mist,None
23178,891,285.04,2.2,0,90,Drizzle,drizzle,None
23179,525,284.8,1.19,0,90,Rain,heavy intensity rain,None
23180,525,284.8,1.19,0,90,Drizzle,light intensity drizzle,None
23181,343,284.83,0.51,0,90,Rain,moderate rain,None
23182,343,284.83,0.51,0,90,Drizzle,drizzle,None
23183,213,284.71,1.44,0,90,Rain,heavy intensity rain,None
23184,213,284.71,1.44,0,90,Mist,mist,None
23185,213,284.71,1.44,0,90,Drizzle,drizzle,None
23186,300,283.85,1.52,0,90,Rain,moderate rain,None
23187,300,283.85,1.52,0,90,Mist,mist,None
23188,300,283.85,1.52,0,90,Drizzle,drizzle,None
23189,828,283.33,1.55,0,90,Rain,moderate rain,None
23190,828,283.33,1.55,0,90,Mist,mist,None
23191,2870,282.34,0.94,0,90,Rain,heavy intensity rain,None
23192,2870,282.34,0.94,0,90,Mist,mist,None
23193,5640,282.16,1.02,0,90,Rain,moderate rain,None
23194,5640,282.16,1.02,0,90,Mist,mist,None
23195,6239,282.06,0.76,0,90,Rain,moderate rain,None
23196,6239,282.06,0.76,0,90,Mist,mist,None
23197,6239,282.06,0.76,0,90,Drizzle,drizzle,None
23198,5878,282.16,0.42,0,90,Rain,moderate rain,None
23199,5878,282.16,0.42,0,90,Mist,mist,None
23200,5878,282.16,0.42,0,90,Drizzle,drizzle,None
23201,5420,282.42,0.38,0,90,Rain,light rain,None
23202,5420,282.42,0.38,0,90,Mist,mist,None
23203,5420,282.42,0.38,0,90,Drizzle,drizzle,None
23204,4454,283.14,0.51,0,90,Rain,light rain,None
23205,4454,283.14,0.51,0,90,Mist,mist,None
23206,4454,283.14,0.51,0,90,Drizzle,light intensity drizzle,None
23207,4894,283.65,0,0,90,Mist,mist,None
23208,4894,283.65,0,0,90,Rain,light rain,None
23209,4888,284.18,0.25,0,90,Rain,light rain,None
23210,4888,284.18,0.25,0,90,Mist,mist,None
23211,4888,284.18,0.25,0,90,Drizzle,light intensity drizzle,None
23212,4983,284.79,0,0,90,Mist,mist,None
23213,4983,284.79,0,0,90,Drizzle,light intensity drizzle,None
23214,5220,285.43,0,0,90,Mist,mist,None
23215,5220,285.43,0,0,90,Haze,haze,None
23216,5772,285.79,0,0,90,Haze,haze,None
23217,6620,286.19,0,0,90,Haze,haze,None
23218,6312,286.3,0,0,90,Clouds,overcast clouds,None
23219,4673,286.19,0,0,90,Clouds,overcast clouds,None
23220,3313,285.55,0,0,90,Clouds,overcast clouds,None
23221,2662,284.91,0,0,90,Clouds,overcast clouds,None
23222,2336,284.27,0,0,90,Mist,mist,None
23223,1633,284.02,0,0,90,Mist,mist,None
23224,1022,283.65,0,0,90,Clouds,overcast clouds,None
23225,523,283.41,0,0,90,Clouds,overcast clouds,None
23226,351,283.11,0,0,90,Clouds,overcast clouds,None
23227,263,283.09,0,0,90,Haze,haze,None
23228,306,283.04,0,0,90,Mist,mist,None
23229,870,282.97,0,0,90,Haze,haze,None
23230,870,282.97,0,0,90,Mist,mist,None
23231,2867,282.78,0,0,90,Mist,mist,None
23232,5898,282.65,0,0,90,Mist,mist,None
23233,6929,282.43,0,0,90,Mist,mist,None
23234,6087,283.22,0,0,90,Drizzle,drizzle,None
23235,6087,283.22,0,0,90,Mist,mist,None
23236,6087,283.22,0,0,90,Haze,haze,None
23237,6087,283.22,0,0,90,Rain,light rain,None
23238,5127,283.6,0,0,90,Mist,mist,None
23239,4786,284.19,0,0,90,Mist,mist,None
23240,4918,284.59,0,0,90,Rain,light rain,None
23241,4925,284.71,0.51,0,90,Rain,moderate rain,None
23242,4925,284.71,0.51,0,90,Mist,mist,None
23243,4966,285.06,0.59,0,90,Rain,moderate rain,None
23244,4966,285.06,0.59,0,90,Mist,mist,None
23245,5329,285.54,0,0,90,Rain,moderate rain,None
23246,5329,285.54,0,0,90,Mist,mist,None
23247,5329,285.54,0,0,90,Drizzle,light intensity drizzle,None
23248,5660,285.62,0,0,90,Mist,mist,None
23249,5660,285.62,0,0,90,Rain,moderate rain,None
23250,6321,285.75,1.02,0,90,Rain,moderate rain,None
23251,6321,285.75,1.02,0,90,Mist,mist,None
23252,6321,285.75,1.02,0,90,Drizzle,drizzle,None
23253,5786,285.73,0.85,0,90,Rain,moderate rain,None
23254,5786,285.73,0.85,0,90,Mist,mist,None
23255,5786,285.73,0.85,0,90,Drizzle,drizzle,None
23256,4413,285.74,0.51,0,90,Rain,light rain,None
23257,4413,285.74,0.51,0,90,Mist,mist,None
23258,4413,285.74,0.51,0,90,Drizzle,heavy intensity drizzle,None
23259,3243,285.91,0.7,0,90,Rain,heavy intensity rain,None
23260,3243,285.91,0.7,0,90,Mist,mist,None
23261,3243,285.91,0.7,0,90,Drizzle,drizzle,None
23262,2749,285.84,0,0,90,Rain,moderate rain,None
23263,2749,285.84,0,0,90,Drizzle,heavy intensity drizzle,None
23264,2749,285.84,0,0,90,Mist,mist,None
23265,2499,285.18,0,0,90,Mist,mist,None
23266,2499,285.18,0,0,90,Rain,moderate rain,None
23267,2499,285.18,0,0,90,Drizzle,light intensity drizzle,None
23268,1798,284.6,0,0,40,Fog,fog,None
23269,1798,284.6,0,0,40,Mist,mist,None
23270,1798,284.6,0,0,40,Rain,moderate rain,None
23271,1075,284.12,0,0,75,Fog,fog,None
23272,1075,284.12,0,0,75,Mist,mist,None
23273,573,284.32,0,0,90,Fog,fog,None
23274,573,284.32,0,0,90,Mist,mist,None
23275,356,284.44,0,0,90,Fog,fog,None
23276,356,284.44,0,0,90,Mist,mist,None
23277,278,284.1,0,0,90,Fog,fog,None
23278,278,284.1,0,0,90,Mist,mist,None
23279,317,283.4,0,0,40,Mist,mist,None
23280,317,283.4,0,0,40,Fog,fog,None
23281,916,282.7,0,0,1,Mist,mist,None
23282,2880,281.81,0,0,1,Mist,mist,None
23283,2880,281.81,0,0,1,Fog,fog,None
23284,6061,281.28,0.25,0,1,Rain,light rain,None
23285,6061,281.28,0.25,0,1,Mist,mist,None
23286,6722,281.96,0,0,40,Mist,mist,None
23287,6268,283.34,0,0,20,Clouds,few clouds,None
23288,5260,284.77,0,0,20,Clouds,few clouds,None
23289,4721,285.94,0,0,40,Clouds,scattered clouds,None
23290,4928,286.56,0,0,90,Clouds,overcast clouds,None
23291,5172,286.52,0,0,90,Clouds,overcast clouds,None
23292,5068,286.16,0,0,90,Clouds,overcast clouds,None
23293,5429,286.12,0.51,0,90,Rain,light rain,None
23294,5754,285.91,0,0,90,Clouds,overcast clouds,None
23295,6655,285.83,0,0,90,Clouds,overcast clouds,None
23296,6049,285.84,0,0,90,Clouds,overcast clouds,None
23297,4609,285.94,0,0,90,Clouds,overcast clouds,None
