Name,Sex,Equipment,Age,Division,BodyweightKg,WeightClassKg,Best3SquatKg,Best3BenchKg,Best3DeadliftKg,TotalKg,Dots,Country,Date
Matthew Apostolides,M,Raw,30.5,Open,94.4,105,172.5,107.5,190.0,470.0,296.92,,2014-02-08
Harold Gathercole,M,Raw,26.5,Open,101.3,105,137.5,82.5,182.5,402.5,246.38,,2014-02-08
Scott Gebert,M,Raw,26.5,Open,117.2,120,200.0,110.0,230.0,540.0,312.61,,2014-02-08
Nicholas Adams,M,Raw,23.5,Open,109.7,120,162.5,110.0,202.5,475.0,281.62,USA,2014-02-08
Jack Rentsch,M,Raw,17.5,Open,106.6,120,125.0,110.0,212.5,447.5,268.26,,2014-02-08
Jocelyn Weir,F,Raw,16.5,Open,46.75,47,62.5,32.5,99.5,194.5,255.91,,2016-08-20
Mary Anne Smilovitis,F,Raw,27.5,Open,47.4,52,80.0,40.0,110.0,230.0,299.55,,2016-08-20
Julia Hornel,F,Raw,62.5,Open,51.5,52,70.0,42.5,95.0,207.5,254.63,,2016-08-20
Junko Matsuzaki,F,Raw,66.5,Open,51.5,52,67.5,47.5,90.0,205.0,251.56,Australia,2016-08-20
Kim Bunt,F,Raw,32.5,Open,52.45,57,75.0,55.0,125.0,255.0,308.97,,2016-08-20
Emily Hessell,F,Raw,22.5,Open,54.15,57,85.0,55.0,115.0,255.0,302.3,,2016-08-20
Lauren Croft,F,Raw,28.5,Open,62.95,63,110.0,70.0,155.0,335.0,360.47,,2016-08-20
Liisi Kreen,F,Raw,28.5,Open,60.75,63,122.5,67.5,142.5,332.5,365.73,Estonia,2016-08-20
Ellen Hickey,F,Raw,26.5,Open,71.35,72,117.5,80.0,145.0,342.5,342.7,,2016-08-20
Denise Till,F,Raw,50.5,Open,72.0,72,122.5,66.5,130.0,319.0,317.6,Australia,2016-08-20
Clarecia Murray,F,Raw,26.5,Open,68.85,72,110.0,65.0,135.0,310.0,316.43,,2016-08-20
Kellie Socratous,F,Raw,33.0,Open,76.45,84,125.0,67.5,150.0,342.5,330.26,,2016-08-20
Nicole Ascott,F,Raw,26.5,Open,76.9,84,122.5,70.0,150.0,342.5,329.26,,2016-08-20
Rebecca Patrick,F,Raw,35.5,Open,86.55,84+,132.5,70.0,135.0,337.5,306.24,,2016-08-20
Warren Page,M,Raw,31.0,Open,65.5,66,160.0,97.5,190.0,447.5,352.62,Australia,2016-08-20
John Morrison,M,Raw,21.5,Open,73.1,74,190.0,127.5,247.5,565.0,412.15,,2016-08-20
David Harwood,M,Raw,39.5,Open,73.7,74,180.0,125.0,220.0,525.0,380.92,,2016-08-20
Callan Gibbons,M,Raw,23.5,Open,81.8,83,225.0,135.0,282.5,642.5,437.34,Australia,2016-08-20
Ishy Nyandoro,M,Raw,25.5,Open,81.35,83,212.5,145.0,255.0,612.5,418.25,,2016-08-20
Neco Vo,M,Raw,22.5,Open,78.9,83,207.5,145.0,252.5,605.0,420.62,,2016-08-20
Rob Storey,M,Raw,22.5,Open,82.2,83,225.0,125.0,225.0,575.0,390.31,,2016-08-20
Chris Neve,M,Raw,28.5,Open,89.3,93,210.0,155.0,240.0,605.0,392.74,,2016-08-20
Luca Piras,M,Raw,29.5,Open,92.25,93,215.0,135.0,235.0,585.0,373.67,,2016-08-20
Mark Brazier,M,Raw,39.5,Open,91.0,93,215.0,127.5,235.0,577.5,371.36,Australia,2016-08-20
Paul Speering,M,Raw,37.0,Open,89.7,93,205.0,125.0,235.0,565.0,365.95,,2016-08-20
Christian Magaraggia,M,Raw,29.5,Open,102.9,105,250.0,165.0,275.0,690.0,419.59,,2016-08-20
Rex Parsons,M,Raw,21.5,Open,104.8,105,225.0,183.0,267.5,675.5,407.71,Australia,2016-08-20
Joshua Prior,M,Raw,21.5,Open,103.2,105,210.0,125.0,242.5,577.5,350.75,Australia,2016-08-20
Aidan Reynolds,M,Raw,27.5,Open,97.1,105,190.0,160.0,200.0,550.0,342.97,Australia,2016-08-20
Robert Croft,M,Raw,29.5,Open,103.7,105,200.0,115.0,227.5,542.5,328.84,,2016-08-20
James Lorian,M,Raw,25.5,Open,109.7,120,230.0,150.0,277.5,657.5,389.82,Canada,2016-08-20
Jason Wharton,M,Raw,45.0,Open,118.1,120,242.5,155.0,260.0,657.5,379.64,Nauru,2016-08-20
Troy Culverhouse,M,Raw,22.5,Open,115.45,120,237.5,125.0,265.0,627.5,365.17,,2016-08-20
David Hohepa,M,Raw,34.5,Open,113.9,120,240.0,147.5,237.5,625.0,365.46,,2016-08-20
Cameron Drendel,M,Raw,23.5,Open,117.75,120,240.0,117.5,255.0,612.5,354.01,,2016-08-20
Brock Cook,M,Raw,31.0,Open,187.5,120+,270.0,185.0,245.0,700.0,355.41,,2016-08-20
Rikki Flanders,F,Raw,33.5,Open,55.95,56,125.0,65.0,135.0,325.0,376.94,Australia,2004-04-26
Alana Andrews,F,Raw,32.5,Open,51.0,52,105.0,70.0,122.5,297.5,367.58,Australia,2014-11-29
Samantha Thomasson,F,Raw,15.5,Open,56.8,57,102.5,62.5,110.0,275.0,315.79,Australia,2014-11-29
Emma Sams,F,Raw,25.5,Open,60.7,63,90.0,60.0,112.5,262.5,288.88,,2014-11-29
Victoria Bradbury,F,Raw,24.0,Open,60.7,63,,55.0,125.0,,,,2014-11-29
Brittany Thomas,F,Raw,23.0,Open,69.6,72,112.5,65.0,110.0,287.5,291.67,,2014-11-29
Sheza Kumar,F,Raw,19.5,Open,69.6,72,70.0,47.5,110.0,227.5,230.8,,2014-11-29
Allison Robinson,F,Raw,42.5,Open,80.0,84,60.0,45.0,105.0,210.0,197.87,USA,2014-11-29
Travis Woodhouse,M,Raw,16.5,Open,64.4,66,142.5,90.0,165.0,397.5,317.25,,2014-11-29
Jacob Worthington,M,Raw,32.0,Open,73.3,74,160.0,130.0,200.0,490.0,356.8,Australia,2014-11-29
Nathan Ham,M,Raw,21.5,Open,72.5,74,160.0,95.0,190.0,445.0,326.39,,2014-11-29
Nont Teerakanok,M,Raw,18.5,Open,72.8,74,150.0,95.0,187.5,432.5,316.35,,2014-11-29
Donald Carrieres,M,Raw,63.5,Open,82.5,83,187.5,130.0,210.0,527.5,357.32,,2014-11-29
Jordan Seeto,M,Raw,20.5,Open,81.7,83,180.0,122.5,210.0,512.5,349.1,,2014-11-29
Luke Nelson,M,Raw,24.5,Open,80.6,83,177.5,107.5,210.0,495.0,339.83,,2014-11-29
David Brotchie,M,Raw,31.5,Open,81.7,83,130.0,77.5,175.0,382.5,260.55,,2014-11-29
Matthew Barnes,M,Raw,15.5,Open,80.0,83,112.5,70.0,140.0,322.5,222.38,,2014-11-29
Blake Young,M,Raw,22.5,Open,87.2,93,185.0,125.0,260.0,570.0,374.61,,2014-11-29
Michael Harris,M,Raw,28.5,Open,92.9,93,200.0,130.0,227.5,557.5,354.89,USA,2014-11-29
Scott Whaley,M,Raw,42.5,Open,92.0,93,190.0,150.0,210.0,550.0,351.78,,2014-11-29
Luke Hearne,M,Raw,23.5,Open,88.6,93,175.0,115.0,215.0,505.0,329.15,,2014-11-29
Robert Biggs,M,Raw,37.5,Open,104.1,105,235.0,157.5,257.5,650.0,393.38,,2014-11-29
Matthew Wigg,M,Raw,33.5,Open,103.0,105,192.5,120.0,230.0,542.5,329.76,,2014-11-29
Owen Smithwick,M,Raw,29.5,Open,99.6,105,,,,,,,2014-11-29
William von Witt,M,Raw,37.5,Open,102.5,105,160.0,110.0,210.0,,,,2014-11-29
Graham McDonald,M,Raw,39.0,Open,114.4,120,265.0,157.5,272.5,695.0,405.76,Australia,2014-11-29
Rhys Bennett,M,Raw,32.5,Open,111.2,120,190.0,155.0,250.0,595.0,350.97,,2014-11-29
Patrick Clifton,M,Raw,29.5,Open,117.3,120,152.5,115.0,215.0,482.5,279.24,,2014-11-29
Glenn Hansen,M,Raw,34.5,Open,107.0,120,130.0,77.5,232.5,440.0,263.38,,2014-11-29
Dave Napper,M,Raw,26.5,Open,123.1,120+,270.0,157.5,312.5,740.0,421.45,Australia,2014-11-29
Michelle Robson-Garth,F,Raw,25.5,Open,48.2,52,70.0,45.0,95.0,210.0,270.17,,2014-04-27
Charlene Lee,F,Raw,21.5,Open,68.25,72,122.5,60.0,120.0,302.5,310.32,Australia,2014-04-27
Denise Gamboa,F,Raw,19.5,Open,71.1,72,100.0,52.5,120.0,272.5,273.18,,2014-04-27
Carmelina Trapani,F,Raw,26.5,Open,69.5,72,92.5,45.0,120.0,257.5,261.45,,2014-04-27
Nadine Tey,F,Raw,21.5,Open,68.05,72,92.5,47.5,110.0,250.0,256.9,,2014-04-27
Jaclyn Whaley,F,Raw,33.5,Open,63.4,72,85.0,50.0,95.0,230.0,246.42,,2014-04-27
Louise Letson,F,Raw,53.5,Open,83.1,84,120.0,67.5,122.5,310.0,286.72,Australia,2014-04-27
Rikky Pulford,F,Raw,25.5,Open,73.75,84,80.0,50.0,130.0,260.0,255.51,,2014-04-27
Marie Papak,F,Raw,24.5,Open,101.2,84+,147.5,62.5,160.0,370.0,314.29,,2014-04-27
Amanda Vardon,F,Raw,32.5,Open,85.9,84+,100.0,80.0,150.0,330.0,300.48,,2014-04-27
James Bullen,M,Raw,21.5,Open,58.65,59,130.0,70.0,145.0,345.0,296.75,Australia,2014-04-27
Robin Broff,M,Raw,17.0,Open,64.15,66,105.0,100.0,150.0,355.0,284.17,,2014-04-27
Christopher Forte,M,Raw,26.5,Open,73.3,74,175.0,127.5,225.0,527.5,384.1,,2014-04-27
David Thomas #2,M,Raw,30.5,Open,71.95,74,167.5,125.0,230.0,522.5,385.19,,2014-04-27
Andy Sevillano,M,Raw,24.5,Open,72.2,74,172.5,120.0,207.5,500.0,367.75,,2014-04-27
Linh Vu,M,Raw,30.5,Open,73.8,74,160.0,105.0,222.5,487.5,353.4,,2014-04-27
Dennis Pereira,M,Raw,17.5,Open,68.15,74,167.5,110.0,205.0,482.5,369.33,Australia,2014-04-27
Angus Banh,M,Raw,21.5,Open,72.0,74,155.0,110.0,190.0,455.0,335.27,Australia,2014-04-27
Singkik Li,M,Raw,19.5,Open,72.04,74,150.0,77.5,215.0,442.5,325.94,,2014-04-27
Anthony Luca,M,Raw,19.5,Open,71.5,74,140.0,90.0,205.0,435.0,322.04,Australia,2014-04-27
Lee Yang,M,Raw,22.5,Open,71.8,74,152.5,107.5,175.0,435.0,321.13,Australia,2014-04-27
Thomas Sheeran,M,Raw,21.5,Open,73.2,74,120.0,100.0,155.0,375.0,273.3,,2014-04-27
Wing Ho,M,Raw,20.5,Open,72.9,74,140.0,77.5,150.0,367.5,268.56,,2014-04-27
Ben Keirl,M,Raw,27.5,Open,81.55,83,215.0,120.0,245.0,580.0,395.49,,2014-04-27
Matt Olszewski,M,Raw,24.5,Open,81.45,83,170.0,142.5,210.0,522.5,356.54,,2014-04-27
Ao Sheng Pan,M,Raw,21.5,Open,78.5,83,182.5,107.5,180.0,470.0,327.77,,2014-04-27
Fabian Vilani,M,Raw,30.5,Open,77.05,83,140.0,105.0,210.0,455.0,320.94,,2014-04-27
Steffan White,M,Raw,21.5,Open,82.9,83,155.0,82.5,182.5,420.0,283.73,,2014-04-27
Rohan Gigacz,M,Raw,19.5,Open,81.9,83,155.0,95.0,167.5,417.5,283.99,,2014-04-27
Simon Baker,M,Raw,33.0,Open,92.0,93,182.5,150.0,245.0,577.5,369.36,,2014-04-27
Daniel Wells,M,Raw,34.5,Open,90.6,93,195.0,115.0,250.0,560.0,360.89,,2014-04-27
Gerard Belshaw Esq,M,Raw,39.5,Open,93.0,93,200.0,125.0,230.0,555.0,353.12,,2014-04-27
Dean Chen,M,Raw,18.5,Open,88.65,93,200.0,110.0,215.0,525.0,342.09,Australia,2014-04-27
Jamie Smith #4,M,Raw,21.5,Open,89.25,93,180.0,117.5,225.0,522.5,339.28,Australia,2014-04-27
Tim Fitzpatrick,M,Raw,22.5,Open,89.6,93,187.5,105.0,197.5,490.0,317.55,,2014-04-27
Phutthasone Keomany,M,Raw,19.5,Open,89.85,93,175.0,110.0,195.0,480.0,310.63,,2014-04-27
Alexander Cochrane-Davis,M,Raw,21.5,Open,88.25,93,210.0,150.0,75.0,435.0,284.1,Australia,2014-04-27
Shingai Marya,M,Raw,29.5,Open,101.4,105,230.0,122.5,265.0,617.5,377.82,,2014-04-27
James Webster,M,Raw,26.5,Open,95.5,105,190.0,120.0,222.5,532.5,334.59,,2014-04-27
Brian Poelwyk,M,Raw,35.5,Open,95.45,105,180.0,125.0,220.0,525.0,329.96,,2014-04-27
Dylan Cook,M,Raw,21.5,Open,101.65,105,175.0,112.5,237.5,525.0,320.89,,2014-04-27
Hristos Sidiropoulos,M,Raw,19.5,Open,94.25,105,182.5,112.5,205.0,500.0,316.11,,2014-04-27
Mike Stone #2,M,Raw,37.5,Open,97.7,105,160.0,115.0,195.0,470.0,292.27,,2014-04-27
Carlos Bodero,M,Raw,29.5,Open,105.85,120,180.0,140.0,200.0,520.0,312.6,,2014-04-27
Ryan McCall,M,Raw,33.5,Open,115.25,120,165.0,95.0,202.5,462.5,269.31,,2014-04-27
Joshua Chamberlain,M,Raw,30.5,Open,128.75,120+,190.0,172.5,275.0,637.5,358.01,USA,2014-04-27
Lindsey Thompson,F,Raw,25.5,Open,51.6,52,60.0,55.0,100.0,215.0,263.48,,2014-03-02
Cristina Ciraudo,F,Raw,52.5,Open,51.1,52,75.0,50.0,85.0,210.0,259.11,Australia,2014-03-02
Alisa Edwards,F,Raw,30.5,Open,54.1,57,92.5,60.0,137.5,290.0,344.01,Australia,2014-03-02
Rae-Leigh Lyons,F,Raw,22.0,Open,54.0,57,85.0,56.5,105.0,246.5,292.77,Australia,2014-03-02
Janelle Bowhay,F,Raw,26.5,Open,54.8,57,80.0,45.0,97.5,222.5,261.66,,2014-03-02
Steph Radovanovic,F,Raw,43.5,Open,60.8,63,92.5,62.5,122.5,277.5,305.07,Australia,2014-03-02
Brooke DeBritt,F,Raw,21.5,Open,62.7,63,87.5,62.5,125.0,275.0,296.63,Australia,2014-03-02
Courtney Potter,F,Raw,33.5,Open,62.7,63,87.5,45.0,107.5,240.0,258.88,,2014-03-02
Tracee Taylor,F,Raw,34.5,Open,62.8,63,85.0,42.5,110.0,237.5,255.93,,2014-03-02
Rebecca Fitzgerald,F,Raw,31.5,Open,69.6,72,110.0,70.0,135.0,315.0,319.57,,2014-03-02
Sarah Lawrence,F,Raw,23.5,Open,69.3,72,110.0,62.5,140.0,312.5,317.81,,2014-03-02
Jessica Saywell,F,Raw,23.5,Open,71.1,72,110.0,60.0,125.0,295.0,295.74,Australia,2014-03-02
Julie Thornton,F,Raw,55.5,Open,63.7,72,90.0,40.0,120.0,250.0,267.08,,2014-03-02
Stephanie Reed,F,Raw,26.5,Open,67.9,72,82.5,47.5,110.0,240.0,246.93,,2014-03-02
Alyce Reid,F,Raw,26.5,Open,64.5,72,,57.5,130.0,,,,2014-03-02
Kim Stevenson,F,Raw,31.5,Open,64.8,72,102.5,,125.0,,,Australia,2014-03-02
Catherine Creevey,F,Raw,38.5,Open,70.7,72,,,,,,,2014-03-02
Brandon Choo,M,Raw,21.5,Open,65.9,66,170.0,100.0,215.0,485.0,380.44,Australia,2014-03-02
Boris Guo,M,Raw,20.5,Open,64.7,66,120.0,92.5,160.0,372.5,296.25,,2014-03-02
Nicholas Nguyen,M,Raw,19.5,Open,68.4,74,142.5,85.0,172.5,400.0,305.38,USA,2014-03-02
Michael Stagni,M,Raw,63.5,Open,73.8,74,115.0,75.0,127.5,317.5,230.16,,2014-03-02
Damian Simpson,M,Raw,42.5,Open,69.9,74,155.0,,180.0,,,,2014-03-02
Scott Hill #1,M,Raw,36.0,Open,92.5,93,260.0,172.5,265.0,697.5,444.94,Australia,2014-03-02
Murry Taylor,M,Raw,41.5,Open,91.1,93,147.5,115.0,165.0,427.5,274.75,,2014-03-02
Andrew Whealey,M,Raw,22.5,Open,91.0,93,205.0,122.5,,,,Australia,2014-03-02
Adam Weekes,M,Raw,34.5,Open,103.3,105,260.0,145.0,245.0,650.0,394.63,Australia,2014-03-02
Adam Wearne,M,Raw,16.5,Open,97.1,105,207.5,137.5,265.0,610.0,380.38,,2014-03-02
Justin Crowley,M,Raw,48.5,Open,94.9,105,192.5,140.0,220.0,552.5,348.18,,2014-03-02
Josh Watson,M,Raw,34.5,Open,100.9,105,182.5,120.0,240.0,542.5,332.63,USA,2014-03-02
Aleksandar Djurovic,M,Raw,25.5,Open,101.4,105,160.0,125.0,220.0,505.0,308.99,,2014-03-02
Edward Baker,M,Raw,34.5,Open,111.0,120,170.0,,270.0,440.0,259.72,England,2014-03-02
Rebekah Fontana,F,Raw,18.0,Open,50.2,52,75.0,40.0,100.0,215.0,268.63,,2017-07-01
Phoebe Haywood,F,Raw,28.5,Open,56.8,57,137.5,80.0,137.5,355.0,407.66,,2017-07-01
Denica Russ,F,Raw,26.5,Open,61.8,63,142.5,80.0,150.0,372.5,405.38,Australia,2017-07-01
Anna Montgomery,F,Raw,34.5,Open,61.55,63,125.0,60.0,165.0,350.0,381.85,,2017-07-01
Jasmin Elliott,F,Raw,25.5,Open,61.35,63,115.0,57.5,132.5,305.0,333.43,,2017-07-01
Kelly Pierce #1,F,Raw,28.5,Open,58.7,63,95.0,60.0,137.5,292.5,328.8,,2017-07-01
Betty Latumahina,F,Raw,26.5,Open,61.9,63,110.0,55.0,125.0,290.0,315.28,,2017-07-01
Abi Gardiner,F,Raw,35.0,Open,61.35,63,95.0,55.0,130.0,280.0,306.1,,2017-07-01
Suzanne Smith #1,F,Raw,41.0,Open,61.5,63,100.0,70.0,110.0,280.0,305.64,,2017-07-01
Rachelle Johnson,F,Raw,31.5,Open,62.7,63,80.0,50.0,90.0,220.0,237.3,,2017-07-01
Zoe Deeks,F,Raw,41.0,Open,67.4,72,132.5,82.5,155.0,370.0,382.31,Australia,2017-07-01
Linda Devonshire,F,Raw,44.0,Open,70.1,72,110.0,60.0,147.5,317.5,320.82,Australia,2017-07-01
Meaghan Trovato,F,Raw,38.0,Open,69.15,72,107.5,65.0,127.5,300.0,305.47,,2017-07-01
Amy O'Sullivan,F,Raw,26.5,Open,71.0,72,100.0,52.5,117.5,270.0,270.89,,2017-07-01
Rebecca Kennedy,F,Raw,40.0,Open,65.65,72,75.0,52.5,110.0,237.5,249.2,,2017-07-01
Libby Fava,F,Raw,42.5,Open,80.45,84,110.0,60.0,120.0,290.0,272.49,,2017-07-01
Leonie Hannah,F,Raw,43.5,Open,77.6,84,90.0,60.0,120.0,270.0,258.35,Australia,2017-07-01
Rebecca Berry,F,Raw,19.5,Open,82.1,84,85.0,45.0,95.0,225.0,209.32,,2017-07-01
Marina Anthony,F,Raw,51.5,Open,96.45,84+,100.0,65.0,140.0,305.0,264.04,,2017-07-01
Megan Cotton,F,Raw,43.5,Open,98.15,84+,107.5,65.0,120.0,292.5,251.44,,2017-07-01
Brodie Toms,M,Raw,15.5,Open,55.95,59,120.0,80.0,135.0,335.0,300.08,Australia,2017-07-01
Ross Rickards,M,Raw,32.5,Open,65.4,66,207.5,125.0,217.5,550.0,433.88,Australia,2017-07-01
Anthony Antonellis,M,Raw,25.5,Open,65.5,66,155.0,105.0,200.0,460.0,362.47,,2017-07-01
Primo Fantin,M,Raw,17.5,Open,65.55,66,145.0,87.5,175.0,407.5,320.92,,2017-07-01
Steven Day,M,Raw,24.5,Open,73.0,74,207.5,137.5,245.0,590.0,430.77,Australia,2017-07-01
Aiden Potts,M,Raw,22.5,Open,73.8,74,205.0,105.0,220.0,530.0,384.21,Australia,2017-07-01
Matthew Marmont,M,Raw,35.0,Open,73.55,74,197.5,122.5,207.5,527.5,383.25,,2017-07-01
Aaron Fontana,M,Raw,16.5,Open,70.65,74,170.0,85.0,200.0,455.0,339.6,Australia,2017-07-01
Gurdeep Brar,M,Raw,29.5,Open,73.45,74,135.0,87.5,165.0,387.5,281.78,,2017-07-01
Terrence Munro,M,Raw,58.0,Open,68.55,74,105.0,75.0,142.5,322.5,245.83,,2017-07-01
Parvinder Singh,M,Raw,30.5,Open,82.0,83,205.0,150.0,250.0,605.0,411.24,India,2017-07-01
John Moore,M,Raw,24.5,Open,80.65,83,175.0,115.0,210.0,500.0,343.14,USA,2017-07-01
Nelson Woods,M,Raw,21.5,Open,81.25,83,155.0,102.5,192.5,450.0,307.5,,2017-07-01
Ross Dingle,M,Raw,57.0,Open,82.5,83,142.5,95.0,170.0,407.5,276.04,,2017-07-01
James Balnaves,M,Raw,25.5,Open,92.85,93,220.0,167.5,230.0,617.5,393.19,,2017-07-01
Luke Adams,M,Raw,26.0,Open,90.75,93,215.0,120.0,225.0,560.0,360.6,,2017-07-01
Jamie Corcoran,M,Raw,29.0,Open,91.7,93,200.0,135.0,220.0,555.0,355.54,Australia,2017-07-01
Damien Horne,M,Raw,35.0,Open,91.3,93,187.5,120.0,235.0,542.5,348.28,,2017-07-01
Matthew Tickner,M,Raw,25.5,Open,87.45,93,165.0,130.0,200.0,495.0,324.83,,2017-07-01
Adam Jones #2,M,Raw,46.5,Open,90.6,93,150.0,120.0,185.0,455.0,293.23,,2017-07-01
Craig Hoy,M,Raw,45.5,Open,89.95,93,142.5,95.0,200.0,437.5,282.97,,2017-07-01
Blake Spreadborough,M,Raw,28.5,Open,86.55,93,120.0,90.0,140.0,350.0,230.93,,2017-07-01
Colin Webb,M,Raw,31.5,Open,93.15,105,272.5,157.5,300.0,730.0,464.1,Australia,2017-07-01
Thomas Musgrove #1,M,Raw,28.0,Open,100.75,105,210.0,142.5,275.0,627.5,385.0,Australia,2017-07-01
Tim Wolens,M,Raw,21.5,Open,103.4,105,210.0,150.0,260.0,620.0,376.27,,2017-07-01
Markus Mueller,M,Raw,41.5,Open,104.65,105,180.0,125.0,230.0,535.0,323.09,,2017-07-01
Adam Gifford,M,Raw,40.5,Open,93.65,105,180.0,130.0,192.5,502.5,318.65,,2017-07-01
Graham McDonald,M,Raw,42.0,Open,118.2,120,270.0,167.5,285.0,722.5,417.05,Australia,2017-07-01
Bernard Sabadi,M,Raw,32.5,Open,117.55,120,200.0,175.0,275.0,650.0,375.91,,2017-07-01
Ronald Willet,M,Raw,27.5,Open,116.35,120,205.0,140.0,230.0,575.0,333.71,,2017-07-01
Stuart Gay,M,Raw,29.5,Open,118.2,120,180.0,142.5,220.0,542.5,313.15,,2017-07-01
Brock Cook,M,Raw,32.0,Open,175.8,120+,267.5,155.0,255.0,677.5,349.55,,2017-07-01
Matthew O'Brien,M,Raw,30.0,Open,155.6,120+,220.0,155.0,260.0,635.0,338.16,,2017-07-01
Caroline Schiller,F,Raw,34.5,Open,68.55,72,112.5,,120.0,,,,2017-07-01
Luci Gunning,F,Raw,24.5,Open,72.3,84,132.5,75.0,150.0,,,,2017-07-01
Jasmin Sandhu,F,Raw,48.5,Open,73.7,84,,45.0,127.5,,,,2017-07-01
Pranee Pascoe,F,Raw,55.5,Open,46.9,47,77.5,50.0,115.0,242.5,318.31,Australia,2014-02-22
Georgia Emmett,F,Raw,19.5,Open,46.45,47,60.0,35.0,82.5,177.5,234.67,Australia,2014-02-22
Sarah Annetts,F,Raw,21.5,Open,79.95,84,95.0,47.5,122.5,265.0,249.77,,2014-02-22
Julia Burns,F,Raw,32.5,Open,127.65,84+,,50.0,97.5,,,,2014-02-22
Jaimie Clarke,M,Raw,32.0,Open,58.7,59,90.0,90.0,152.5,332.5,285.79,Australia,2014-02-22
Daniel Anderson,M,Raw,31.5,Open,74.0,74,200.0,140.0,225.0,565.0,408.86,,2014-02-22
Jimmy Tyras,M,Raw,43.5,Open,73.35,74,130.0,122.5,165.0,417.5,303.87,,2014-02-22
Goeffrey Lewis,M,Raw,65.5,Open,73.05,74,102.5,82.5,145.0,330.0,240.83,,2014-02-22
David Cheung,M,Raw,48.5,Open,80.85,83,200.0,115.0,212.5,527.5,361.49,Australia,2014-02-22
Tom Jamieson,M,Raw,48.5,Open,78.95,83,130.0,112.5,150.0,392.5,272.78,Australia,2014-02-22
Thomas Wills,M,Raw,27.5,Open,92.7,93,230.0,152.5,280.0,662.5,422.17,,2014-02-22
Andrew Burge,M,Raw,25.0,Open,87.95,93,230.0,130.0,225.0,585.0,382.75,New Zealand,2014-02-22
Peter Gray,M,Raw,57.5,Open,91.5,93,200.0,160.0,222.5,582.5,373.56,Australia,2014-02-22
Andrew Whealey,M,Raw,22.5,Open,91.5,93,215.0,120.0,220.0,555.0,355.92,Australia,2014-02-22
Hamish Powell,M,Raw,21.5,Open,92.2,93,205.0,100.0,242.5,547.5,349.81,,2014-02-22
Andrew Loulanting,M,Raw,20.0,Open,85.1,93,180.0,112.5,242.5,535.0,356.22,Australia,2014-02-22
Dokola Aaddenzo,M,Raw,24.5,Open,92.45,93,180.0,110.0,200.0,490.0,312.66,,2014-02-22
Jordan Bass,M,Raw,22.5,Open,91.1,93,165.0,112.5,190.0,467.5,300.46,USA,2014-02-22
Richard Vass,M,Raw,31.5,Open,88.5,93,112.5,87.5,180.0,380.0,247.82,,2014-02-22
Vince Thomas,M,Raw,45.5,Open,103.25,105,232.5,177.5,240.0,650.0,394.71,Australia,2014-02-22
Kyle Steinohrt,M,Raw,26.5,Open,98.1,105,215.0,130.0,235.0,580.0,360.02,,2014-02-22
Alan Board,M,Raw,37.5,Open,116.6,120,210.0,172.5,255.0,637.5,369.71,,2014-02-22
Edward Reynolds,M,Raw,33.5,Open,119.9,120,177.5,142.5,237.5,557.5,320.26,,2014-02-22
Scott Hall #1,M,Raw,35.5,Open,128.55,120+,255.0,135.0,265.0,655.0,368.01,Australia,2014-02-22
Shaun Cronin,M,Raw,45.5,Open,124.3,120+,205.0,110.0,215.0,530.0,300.92,Australia,2014-02-22
Priscilla Smoot,F,Raw,34.5,Open,46.4,47,90.0,52.5,125.0,267.5,353.93,Australia,2014-04-04
Elizabeth Craven,F,Raw,38.5,Open,50.9,52,130.0,75.5,145.0,350.5,433.66,Australia,2014-04-04
Megan Hinchley,F,Raw,32.5,Open,50.7,52,112.5,62.5,117.5,292.5,362.91,Australia,2014-04-04
Natasha Day,F,Raw,38.5,Open,51.2,52,97.5,52.5,130.0,280.0,345.01,Australia,2014-04-04
Alisa Edwards,F,Raw,30.5,Open,50.7,52,92.5,,,,,Australia,2014-04-04
Ray-Leigh Lyons,F,Raw,22.5,Open,51.55,52,87.5,52.5,,,,,2014-04-04
Jasmin Higgs,F,Raw,33.5,Open,56.6,57,110.0,82.5,140.0,332.5,382.71,Australia,2014-04-04
Alix Newton,F,Raw,27.5,Open,56.1,57,120.5,75.0,130.0,325.5,376.85,Australia,2014-04-04
Kelly Gomez,F,Raw,33.5,Open,55.0,57,95.0,57.5,155.0,307.5,360.73,Australia,2014-04-04
Helen Allen,F,Raw,52.5,Open,56.6,57,90.0,57.5,135.0,282.5,325.16,Australia,2014-04-04
Catherine Sorrenson,F,Raw,41.5,Open,55.75,57,,,,,,Australia,2014-04-04
Mary Giffin,F,Raw,41.5,Open,62.4,63,130.0,82.5,142.5,355.0,384.05,Australia,2014-04-04
Glenda Presutti,F,Raw,57.5,Open,61.4,63,125.0,57.5,150.0,332.5,363.31,Australia,2014-04-04
Eliza Walsh,F,Raw,30.5,Open,61.05,63,117.5,67.5,130.0,315.0,345.41,,2014-04-04
Marion Falla,F,Raw,33.5,Open,62.85,63,112.5,52.5,150.0,315.0,339.28,Australia,2014-04-04
Kelli Fagan,F,Raw,33.0,Open,66.2,72,161.0,75.0,172.5,408.5,426.53,,2014-04-04
Davina Strauss,F,Raw,34.5,Open,67.8,72,130.0,67.5,172.5,370.0,381.01,Australia,2014-04-04
Cass Pickard,F,Raw,39.5,Open,69.5,72,125.0,62.5,172.5,360.0,365.52,Australia,2014-04-04
